sentence,tokens,bio_tags
Looking for a {route_length: 15.5 km} route with {difficulty: moderate effort} intensity that shows off the best parts of Tel Aviv,"Looking for a, {route_length: 15.5 km}, route with, {difficulty: moderate effort}, intensity that shows off the best parts of Tel Aviv","O, B-route_length, O, B-difficulty, O"
Visiting the area - where can I do a quick {route_length: 18.0 kilometers} run near {start_location: ben yehuda} {loca_start_num: 1}?,"Visiting the area - where can I do a quick, {route_length: 18.0 kilometers}, run near, {start_location: ben yehuda}, {loca_start_num: 1}, ?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
Need to prepare for my marathon - can you plan a {difficulty: medium} route around {route_length: 7.5 km} starting from {start_location: ha'ayin het}?,"Need to prepare for my marathon - can you plan a, {difficulty: medium}, route around, {route_length: 7.5 km}, starting from, {start_location: ha'ayin het}, ?","O, B-difficulty, O, B-route_length, O, B-start_location, O"
"Not feeling it today, got an easy {route_length: 16 kilometers} route near {start_location: rehavia} {loca_start_num: 72}?","Not feeling it today, got an easy, {route_length: 16 kilometers}, route near, {start_location: rehavia}, {loca_start_num: 72}, ?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
"Need bathrooms along the way, {route_length: 5.0 km} route from {start_location: innovation} {loca_start_num: 79}?","Need bathrooms along the way,, {route_length: 5.0 km}, route from, {start_location: innovation}, {loca_start_num: 79}, ?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
Can you create a {difficulty: slightly challenging} run to {end_location: gordon} {loca_end_num: 94}?,"Can you create a, {difficulty: slightly challenging}, run to, {end_location: gordon}, {loca_end_num: 94}, ?","O, B-difficulty, O, B-end_location, B-loca_end_num, O"
runner here looking for {difficulty: not hard} path {route_length: 1-3 km},"runner here looking for, {difficulty: not hard}, path, {route_length: 1-3 km}","O, B-difficulty, O, B-route_length"
{difficulty: very hard} path from {start_location: waze},"{difficulty: very hard}, path from, {start_location: waze}","B-difficulty, O, B-start_location"
where can i do {route_length: 11.5 kilometers} run?,"where can i do, {route_length: 11.5 kilometers}, run?","O, B-route_length, O"
Suggest a {difficulty: intense} run from {start_location: habustan street} {loca_start_num: 59}.,"Suggest a, {difficulty: intense}, run from, {start_location: habustan street}, {loca_start_num: 59}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O"
start {start_location: machane yehuda street} {loca_start_num: 50} {difficulty: medium},"start, {start_location: machane yehuda street}, {loca_start_num: 50}, {difficulty: medium}","O, B-start_location, B-loca_start_num, B-difficulty"
{difficulty: easy} from {start_location: mishkenot sha'ananim},"{difficulty: easy}, from, {start_location: mishkenot sha'ananim}","B-difficulty, O, B-start_location"
"Coach says {route_length: medium-length} {difficulty: intense} run, got anything from {start_location: cafe tamar street} {loca_start_num: 75}?","Coach says, {route_length: medium-length}, {difficulty: intense}, run, got anything from, {start_location: cafe tamar street}, {loca_start_num: 75}, ?","O, B-route_length, B-difficulty, O, B-start_location, B-loca_start_num, O"
beginner runner needs help with route planning,beginner runner needs help with route planning,O
Need a well-lit route around {route_length: medium-length} near {start_location: herzog boulevard} {loca_start_num: 22},"Need a well-lit route around, {route_length: medium-length}, near, {start_location: herzog boulevard}, {loca_start_num: 22}","O, B-route_length, O, B-start_location, B-loca_start_num"
"I need a {difficulty: somewhat tough} running route from {start_location: hula valley} {loca_start_num: 54} to {end_location: gesher} {loca_end_num: 79}, and the length should be {route_length: 4.0 kilometers}.","I need a, {difficulty: somewhat tough}, running route from, {start_location: hula valley}, {loca_start_num: 54}, to, {end_location: gesher}, {loca_end_num: 79}, , and the length should be, {route_length: 4.0 kilometers}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
"Post race recovery run, something easy near {start_location: present position}","Post race recovery run, something easy near, {start_location: present position}","O, B-start_location"
new to running need advice,new to running need advice,O
recommend running route please,recommend running route please,O
Looking for a nice morning running path that starts from my apartment on {start_location: rambam street} {loca_start_num: 72} and heads towards the sea - something around {route_length: 18.5 kilometers} would be perfect,"Looking for a nice morning running path that starts from my apartment on, {start_location: rambam street}, {loca_start_num: 72}, and heads towards the sea - something around, {route_length: 18.5 kilometers}, would be perfect","O, B-start_location, B-loca_start_num, O, B-route_length, O"
hey can you help me find a nice running track?,hey can you help me find a nice running track?,O
Can you suggest a running route?,Can you suggest a running route?,O
"Could you suggest a {difficulty: difficult but rewarding} running route between {start_location: fashion week} {loca_start_num: 40} and {end_location: bethlehem road} {loca_end_num: 68}, covering {route_length: 15.0 km}?","Could you suggest a, {difficulty: difficult but rewarding}, running route between, {start_location: fashion week}, {loca_start_num: 40}, and, {end_location: bethlehem road}, {loca_end_num: 68}, , covering, {route_length: 15.0 km}, ?","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
I need a {route_length: 550 meters} route from {start_location: stef wertheimer} {loca_start_num: 76},"I need a, {route_length: 550 meters}, route from, {start_location: stef wertheimer}, {loca_start_num: 76}","O, B-route_length, O, B-start_location, B-loca_start_num"
elderly runner here want {difficulty: easy} track {route_length: 7 kilometers} start {start_location: firewall street} {loca_start_num: 96} end {end_location: gordon street} {loca_end_num: 64},"elderly runner here want, {difficulty: easy}, track, {route_length: 7 kilometers}, start, {start_location: firewall street}, {loca_start_num: 96}, end, {end_location: gordon street}, {loca_end_num: 64}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
Can you create a {difficulty: very easy} route that begins at {start_location: hagalil} {loca_start_num: 15} and finishes at {end_location: mordechai anielewicz} {loca_end_num: 25} with a distance of {route_length: 8.5 kilometers}?,"Can you create a, {difficulty: very easy}, route that begins at, {start_location: hagalil}, {loca_start_num: 15}, and finishes at, {end_location: mordechai anielewicz}, {loca_end_num: 25}, with a distance of, {route_length: 8.5 kilometers}, ?","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
need {route_length: 3-5 km} {difficulty: moderate effort},"need, {route_length: 3-5 km}, {difficulty: moderate effort}","O, B-route_length, B-difficulty"
Could you help me plan a {difficulty: hard} route for my training? I live near {start_location: inbal} {loca_start_num: 100} and want to run about {route_length: 18 km},"Could you help me plan a, {difficulty: hard}, route for my training? I live near, {start_location: inbal}, {loca_start_num: 100}, and want to run about, {route_length: 18 km}","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-route_length"
{route_length: short} run from {start_location: palmach street} {loca_start_num: 44},"{route_length: short}, run from, {start_location: palmach street}, {loca_start_num: 44}","B-route_length, O, B-start_location, B-loca_start_num"
Looking for a {route_length: 4 kilometers} running track that starts at {start_location: ha-nevi'im street} {loca_start_num: 24} and has some nice city views along the way,"Looking for a, {route_length: 4 kilometers}, running track that starts at, {start_location: ha-nevi'im street}, {loca_start_num: 24}, and has some nice city views along the way","O, B-route_length, O, B-start_location, B-loca_start_num, O"
"Training for my first 5k, need a {route_length: 11.5 kilometers} route near {start_location: ofek street} {loca_start_num: 75}","Training for my first 5k, need a, {route_length: 11.5 kilometers}, route near, {start_location: ofek street}, {loca_start_num: 75}","O, B-route_length, O, B-start_location, B-loca_start_num"
Getting ready for a 5k need a route,Getting ready for a 5k need a route,O
{start_location: naomi shemer street} {loca_start_num: 98} run,"{start_location: naomi shemer street}, {loca_start_num: 98}, run","B-start_location, B-loca_start_num, O"
elderly person needs walking route suggestion,elderly person needs walking route suggestion,O
{route_length: 2.0 kilometers} path somewhere nice,"{route_length: 2.0 kilometers}, path somewhere nice","B-route_length, O"
Need a well-lit route around {route_length: 6.5 km} near {start_location: negev street} {loca_start_num: 69},"Need a well-lit route around, {route_length: 6.5 km}, near, {start_location: negev street}, {loca_start_num: 69}","O, B-route_length, O, B-start_location, B-loca_start_num"
need {route_length: moderate distance} {difficulty: very easy},"need, {route_length: moderate distance}, {difficulty: very easy}","O, B-route_length, B-difficulty"
"Need a route that includes {end_location: hebrew university street} {loca_end_num: 5}, around {route_length: 4.5 kilometers}","Need a route that includes, {end_location: hebrew university street}, {loca_end_num: 5}, , around, {route_length: 4.5 kilometers}","O, B-end_location, B-loca_end_num, O, B-route_length"
Find me somewhere to run {route_length: 4.0 kilometers},"Find me somewhere to run, {route_length: 4.0 kilometers}","O, B-route_length"
Plan a running route for me.,Plan a running route for me.,O
Looking for a nice morning running path that starts from my apartment on {start_location: cafe roval} {loca_start_num: 37} and heads towards the sea - something around {route_length: 800 meters} would be perfect,"Looking for a nice morning running path that starts from my apartment on, {start_location: cafe roval}, {loca_start_num: 37}, and heads towards the sea - something around, {route_length: 800 meters}, would be perfect","O, B-start_location, B-loca_start_num, O, B-route_length, O"
Looking for recommendations for a good morning run - something around {route_length: 15 km} and not too difficult for a beginner,"Looking for recommendations for a good morning run - something around, {route_length: 15 km}, and not too difficult for a beginner","O, B-route_length, O"
"I'm looking for a {difficulty: not hard} run starting from {start_location: begin road} {loca_start_num: 7} to {end_location: bethlehem road} {loca_end_num: 46}, covering {route_length: 9.5 km}.","I'm looking for a, {difficulty: not hard}, run starting from, {start_location: begin road}, {loca_start_num: 7}, to, {end_location: bethlehem road}, {loca_end_num: 46}, , covering, {route_length: 9.5 km}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
"I'm looking for a {difficulty: difficult but rewarding} run starting from {start_location: hamelacha street} {loca_start_num: 22} to {end_location: baka street} {loca_end_num: 27}, covering {route_length: 900 meters}.","I'm looking for a, {difficulty: difficult but rewarding}, run starting from, {start_location: hamelacha street}, {loca_start_num: 22}, to, {end_location: baka street}, {loca_end_num: 27}, , covering, {route_length: 900 meters}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
Looking for a nice running route that's good for beginners,Looking for a nice running route that's good for beginners,O
good running track for photography,good running track for photography,O
Plan a {difficulty: hard} run starting from {start_location: daniel kahneman street} {loca_start_num: 22}.,"Plan a, {difficulty: hard}, run starting from, {start_location: daniel kahneman street}, {loca_start_num: 22}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O"
Plan a {difficulty: somewhat tough} run starting from {start_location: lions gate street} {loca_start_num: 89}.,"Plan a, {difficulty: somewhat tough}, run starting from, {start_location: lions gate street}, {loca_start_num: 89}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O"
Show me the local running spots,Show me the local running spots,O
"Looking for a nice scenic route that goes from {start_location: naomi shemer street} {loca_start_num: 10} to {end_location: asher street} {loca_end_num: 47}, preferably {difficulty: moderate effort} since I'm just getting back into running","Looking for a nice scenic route that goes from, {start_location: naomi shemer street}, {loca_start_num: 10}, to, {end_location: asher street}, {loca_end_num: 47}, , preferably, {difficulty: moderate effort}, since I'm just getting back into running","O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty, O"
{difficulty: very easy} route somewhere nice,"{difficulty: very easy}, route somewhere nice","B-difficulty, O"
"Looking for a {route_length: 10.5 kilometers} path from {start_location: hatikva market street} {loca_start_num: 24} to {end_location: jaffa street} {loca_end_num: 17}, something not too challenging for my morning exercise","Looking for a, {route_length: 10.5 kilometers}, path from, {start_location: hatikva market street}, {loca_start_num: 24}, to, {end_location: jaffa street}, {loca_end_num: 17}, , something not too challenging for my morning exercise","O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O"
{route_length: 17.0 km} {difficulty: difficult but rewarding} route from {start_location: narkis street} {loca_start_num: 10} to {end_location: weizmann} {loca_end_num: 25},"{route_length: 17.0 km}, {difficulty: difficult but rewarding}, route from, {start_location: narkis street}, {loca_start_num: 10}, to, {end_location: weizmann}, {loca_end_num: 25}","B-route_length, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
Looking for a scenic {route_length: 18 km} route near {start_location: tzfania street} {loca_start_num: 32},"Looking for a scenic, {route_length: 18 km}, route near, {start_location: tzfania street}, {loca_start_num: 32}","O, B-route_length, O, B-start_location, B-loca_start_num"
Can you suggest a {difficulty: very easy} running route from {start_location: acacia valley} {loca_start_num: 39} to {end_location: max nordau street} {loca_end_num: 13} with {route_length: 5 km}?,"Can you suggest a, {difficulty: very easy}, running route from, {start_location: acacia valley}, {loca_start_num: 39}, to, {end_location: max nordau street}, {loca_end_num: 13}, with, {route_length: 5 km}, ?","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
{route_length: 19 km} track with good scenery,"{route_length: 19 km}, track with good scenery","B-route_length, O"
beginner runner need help with route,beginner runner need help with route,O
Running with friends from {start_location: satellite street} {loca_start_num: 53},"Running with friends from, {start_location: satellite street}, {loca_start_num: 53}","O, B-start_location, B-loca_start_num"
Prepping for race day from {start_location: begin road} {loca_start_num: 16},"Prepping for race day from, {start_location: begin road}, {loca_start_num: 16}","O, B-start_location, B-loca_start_num"
I'm visiting from America for a week and staying near {start_location: firewall} - would love suggestions for a morning running route with good views of the city,"I'm visiting from America for a week and staying near, {start_location: firewall}, - would love suggestions for a morning running route with good views of the city","O, B-start_location, O"
"Planning my weekend long run and need a {difficulty: difficult but rewarding} path that starts from {start_location: tel aviv} {loca_start_num: 30} and goes to {end_location: arava street} {loca_end_num: 50}, hoping for something around {route_length: 2 kilometers} with some scenic spots","Planning my weekend long run and need a, {difficulty: difficult but rewarding}, path that starts from, {start_location: tel aviv}, {loca_start_num: 30}, and goes to, {end_location: arava street}, {loca_end_num: 50}, , hoping for something around, {route_length: 2 kilometers}, with some scenic spots","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
Can you create a {difficulty: not hard} run to {end_location: rambam street} {loca_end_num: 10}?,"Can you create a, {difficulty: not hard}, run to, {end_location: rambam street}, {loca_end_num: 10}, ?","O, B-difficulty, O, B-end_location, B-loca_end_num, O"
want {difficulty: intense} track about {route_length: 5.5 km},"want, {difficulty: intense}, track about, {route_length: 5.5 km}","O, B-difficulty, O, B-route_length"
Please suggest a route from {start_location: ilan ramon} {loca_start_num: 98} to {end_location: my exact location}.,"Please suggest a route from, {start_location: ilan ramon}, {loca_start_num: 98}, to, {end_location: my exact location}, .","O, B-start_location, B-loca_start_num, O, B-end_location, O"
Need a recovery route around {route_length: 3 km} near {start_location: esther roth street} {loca_start_num: 30},"Need a recovery route around, {route_length: 3 km}, near, {start_location: esther roth street}, {loca_start_num: 30}","O, B-route_length, O, B-start_location, B-loca_start_num"
Need to get {route_length: 17 kilometers} in from {start_location: arthur ruppin} {loca_start_num: 63},"Need to get, {route_length: 17 kilometers}, in from, {start_location: arthur ruppin}, {loca_start_num: 63}","O, B-route_length, O, B-start_location, B-loca_start_num"
{route_length: long distance} easy path please,"{route_length: long distance}, easy path please","B-route_length, O"
I want a running route of {route_length: 250 meters}.,"I want a running route of, {route_length: 250 meters}, .","O, B-route_length, O"
"{start_location: my present location} to {end_location: yefet} {loca_end_num: 37}, make it {difficulty: intense}","{start_location: my present location}, to, {end_location: yefet}, {loca_end_num: 37}, , make it, {difficulty: intense}","B-start_location, O, B-end_location, B-loca_end_num, O, B-difficulty"
need a quick {route_length: 11.0 kilometers} run,"need a quick, {route_length: 11.0 kilometers}, run","O, B-route_length, O"
I need a {difficulty: flat and easy} route of {route_length: 13 kilometers}.,"I need a, {difficulty: flat and easy}, route of, {route_length: 13 kilometers}, .","O, B-difficulty, O, B-route_length, O"
good places to run around here?,good places to run around here?,O
need route for tomorrow morning run,need route for tomorrow morning run,O
Yo need a route from {start_location: crusader} {loca_start_num: 10},"Yo need a route from, {start_location: crusader}, {loca_start_num: 10}","O, B-start_location, B-loca_start_num"
"Planning my weekend long run and need a {difficulty: not hard} path that starts from {start_location: isaiah street} {loca_start_num: 92} and goes to {end_location: sukkot} {loca_end_num: 9}, hoping for something around {route_length: 4.0 kilometers} with some scenic spots","Planning my weekend long run and need a, {difficulty: not hard}, path that starts from, {start_location: isaiah street}, {loca_start_num: 92}, and goes to, {end_location: sukkot}, {loca_end_num: 9}, , hoping for something around, {route_length: 4.0 kilometers}, with some scenic spots","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
"I need a {difficulty: medium} run starting at {start_location: haayala street} {loca_start_num: 24}, heading to {end_location: hatzanhanim} {loca_end_num: 34}, and covering {route_length: 3.0 kilometers}.","I need a, {difficulty: medium}, run starting at, {start_location: haayala street}, {loca_start_num: 24}, , heading to, {end_location: hatzanhanim}, {loca_end_num: 34}, , and covering, {route_length: 3.0 kilometers}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
Looking for recommendations for a good morning run - something around {route_length: marathon length} and not too difficult for a beginner,"Looking for recommendations for a good morning run - something around, {route_length: marathon length}, and not too difficult for a beginner","O, B-route_length, O"
Time for my daily run,Time for my daily run,O
"First time running in this area, need a {route_length: 17.0 km} route near {start_location: unity} {loca_start_num: 17}","First time running in this area, need a, {route_length: 17.0 km}, route near, {start_location: unity}, {loca_start_num: 17}","O, B-route_length, O, B-start_location, B-loca_start_num"
Taking the stroller today from {start_location: kiryat yovel} {loca_start_num: 82},"Taking the stroller today from, {start_location: kiryat yovel}, {loca_start_num: 82}","O, B-start_location, B-loca_start_num"
"Planning a group run, need a {difficulty: slightly challenging} {route_length: 19.0 km} route from {start_location: ze'ev jabotinsky street} {loca_start_num: 20}","Planning a group run, need a, {difficulty: slightly challenging}, {route_length: 19.0 km}, route from, {start_location: ze'ev jabotinsky street}, {loca_start_num: 20}","O, B-difficulty, B-route_length, O, B-start_location, B-loca_start_num"
Time to run hit me with a route,Time to run hit me with a route,O
I'm looking for a {difficulty: moderate effort} route from {start_location: new gate street} {loca_start_num: 85} to {end_location: my whereabouts} with a distance of {route_length: half-marathon length}.,"I'm looking for a, {difficulty: moderate effort}, route from, {start_location: new gate street}, {loca_start_num: 85}, to, {end_location: my whereabouts}, with a distance of, {route_length: half-marathon length}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, O, B-route_length, O"
"Provide a {difficulty: challenging} running route that starts at {start_location: chaim nachman bialik} {loca_start_num: 34} and ends at {end_location: my current spot}, covering {route_length: 19 km}.","Provide a, {difficulty: challenging}, running route that starts at, {start_location: chaim nachman bialik}, {loca_start_num: 34}, and ends at, {end_location: my current spot}, , covering, {route_length: 19 km}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, O, B-route_length, O"
Where should I run today?,Where should I run today?,O
need {route_length: 10.5 km} track,"need, {route_length: 10.5 km}, track","O, B-route_length, O"
elderly person need {difficulty: not hard} path {route_length: 3.0 km} start {start_location: ashdod} {loca_start_num: 30} end {end_location: sderot eshkol} {loca_end_num: 49},"elderly person need, {difficulty: not hard}, path, {route_length: 3.0 km}, start, {start_location: ashdod}, {loca_start_num: 30}, end, {end_location: sderot eshkol}, {loca_end_num: 49}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
need pro level {difficulty: hard} course {route_length: 950 meters} from {start_location: gottex} {loca_start_num: 82} to {end_location: crusader street} {loca_end_num: 59},"need pro level, {difficulty: hard}, course, {route_length: 950 meters}, from, {start_location: gottex}, {loca_start_num: 82}, to, {end_location: crusader street}, {loca_end_num: 59}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
good running spots in the city?,good running spots in the city?,O
Need a shaded route from {start_location: beit hadfus street} {loca_start_num: 16},"Need a shaded route from, {start_location: beit hadfus street}, {loca_start_num: 16}","O, B-start_location, B-loca_start_num"
hey can you help me find a nice running track?,hey can you help me find a nice running track?,O
"{start_location: hanevi'im} {loca_start_num: 57} to {end_location: hannah szenes} {loca_end_num: 46}, {difficulty: easy} {route_length: ultra marathon length} please","{start_location: hanevi'im}, {loca_start_num: 57}, to, {end_location: hannah szenes}, {loca_end_num: 46}, ,, {difficulty: easy}, {route_length: ultra marathon length}, please","B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty, B-route_length, O"
Planning my weekend fitness routine and need a nice {route_length: long} path with some interesting city views,"Planning my weekend fitness routine and need a nice, {route_length: long}, path with some interesting city views","O, B-route_length, O"
"Can you help plan a route? I live near {start_location: bet alpha} {loca_start_num: 55} and want to run to {end_location: my current spot}, maybe {difficulty: extreme difficulty} level","Can you help plan a route? I live near, {start_location: bet alpha}, {loca_start_num: 55}, and want to run to, {end_location: my current spot}, , maybe, {difficulty: extreme difficulty}, level","O, B-start_location, B-loca_start_num, O, B-end_location, O, B-difficulty, O"
Tempo run from {start_location: acre} {loca_start_num: 90},"Tempo run from, {start_location: acre}, {loca_start_num: 90}","O, B-start_location, B-loca_start_num"
Need a route with street lights from {start_location: cafe roval} {loca_start_num: 24},"Need a route with street lights from, {start_location: cafe roval}, {loca_start_num: 24}","O, B-start_location, B-loca_start_num"
Got 30 mins - where should I run from {start_location: chaim weizmann} {loca_start_num: 69}?,"Got 30 mins - where should I run from, {start_location: chaim weizmann}, {loca_start_num: 69}, ?","O, B-start_location, B-loca_start_num, O"
need {route_length: 17 km} {difficulty: flat and easy} path,"need, {route_length: 17 km}, {difficulty: flat and easy}, path","O, B-route_length, B-difficulty, O"
"{start_location: eclectic style street} {loca_start_num: 7} to beach, something easy please","{start_location: eclectic style street}, {loca_start_num: 7}, to beach, something easy please","B-start_location, B-loca_start_num, O"
"Hi! I've been running for years and need a {difficulty: medium} training route that's about {route_length: 16.5 kilometers}, starting from my apartment on {start_location: maimonides street}","Hi! I've been running for years and need a, {difficulty: medium}, training route that's about, {route_length: 16.5 kilometers}, , starting from my apartment on, {start_location: maimonides street}","O, B-difficulty, O, B-route_length, O, B-start_location"
make me route plz {difficulty: somewhat tough} like {route_length: 20 kilometers} from {start_location: linoy ashram} {loca_start_num: 60} until {end_location: hanesher} {loca_end_num: 49},"make me route plz, {difficulty: somewhat tough}, like, {route_length: 20 kilometers}, from, {start_location: linoy ashram}, {loca_start_num: 60}, until, {end_location: hanesher}, {loca_end_num: 49}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
Need a good running track for my morning exercise - something that starts near {start_location: ephraim kishon street} and is moderately challenging,"Need a good running track for my morning exercise - something that starts near, {start_location: ephraim kishon street}, and is moderately challenging","O, B-start_location, O"
"{start_location: uri zohar street} {loca_start_num: 92} to {end_location: roman cardo} {loca_end_num: 16}, {difficulty: challenging} {route_length: 16 kilometers} please","{start_location: uri zohar street}, {loca_start_num: 92}, to, {end_location: roman cardo}, {loca_end_num: 16}, ,, {difficulty: challenging}, {route_length: 16 kilometers}, please","B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty, B-route_length, O"
Need help planning tomorrow's run - something that starts from {start_location: malchei israel street} {loca_start_num: 44} and is about {route_length: 14.5 km} with some interesting neighborhoods along the way,"Need help planning tomorrow's run - something that starts from, {start_location: malchei israel street}, {loca_start_num: 44}, and is about, {route_length: 14.5 km}, with some interesting neighborhoods along the way","O, B-start_location, B-loca_start_num, O, B-route_length, O"
advanced athlete want {difficulty: not hard} route {route_length: 13 kilometers} from {start_location: shavit street} {loca_start_num: 19} to {end_location: open university} {loca_end_num: 25},"advanced athlete want, {difficulty: not hard}, route, {route_length: 13 kilometers}, from, {start_location: shavit street}, {loca_start_num: 19}, to, {end_location: open university}, {loca_end_num: 25}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
"{route_length: 7.0 km} from {start_location: gaza} {loca_start_num: 70} to {end_location: ofra haza} {loca_end_num: 52}, {difficulty: hard}","{route_length: 7.0 km}, from, {start_location: gaza}, {loca_start_num: 70}, to, {end_location: ofra haza}, {loca_end_num: 52}, ,, {difficulty: hard}","B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty"
"Need bathrooms along the way, {route_length: 14.5 kilometers} route from {start_location: yehuda leib pinsker street} {loca_start_num: 37}?","Need bathrooms along the way,, {route_length: 14.5 kilometers}, route from, {start_location: yehuda leib pinsker street}, {loca_start_num: 37}, ?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
first time runner here need help,first time runner here need help,O
Need a route with bathrooms from {start_location: tel hashomer street} {loca_start_num: 91},"Need a route with bathrooms from, {start_location: tel hashomer street}, {loca_start_num: 91}","O, B-start_location, B-loca_start_num"
"Need some hills in my life, {route_length: 14 kilometers} route from {start_location: tzipori street} {loca_start_num: 62}?","Need some hills in my life,, {route_length: 14 kilometers}, route from, {start_location: tzipori street}, {loca_start_num: 62}, ?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
"Hey, I wanna do a {route_length: 19.0 kilometers} run from {start_location: queen esther} {loca_start_num: 28}, any good routes?","Hey, I wanna do a, {route_length: 19.0 kilometers}, run from, {start_location: queen esther}, {loca_start_num: 28}, , any good routes?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
{route_length: 9.5 km} easy run plz,"{route_length: 9.5 km}, easy run plz","B-route_length, O"
start at {start_location: amos schocken} going to beach,"start at, {start_location: amos schocken}, going to beach","O, B-start_location, O"
