sentence,tokens,bio_tags
"Sunrise run route needed near {start_location: chaim topol street} {loca_start_num: 65}, about {route_length: 12 kilometers}","Sunrise, run, route, needed, near, chaim, topol, street, 65, ,, about, 12, kilometers","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, B-route_length, I-route_length"
I need a route ending at {end_location: my exact position} that covers {route_length: 16 km}.,"I, need, a, route, ending, at, my, exact, position, that, covers, 16, km, .","O, O, O, O, O, O, B-end_location, I-end_location, I-end_location, O, O, B-route_length, I-route_length, O"
need {difficulty: not hard} track starting from {start_location: near me},"need, not, hard, track, starting, from, near, me","O, B-difficulty, I-difficulty, O, O, O, B-start_location, I-start_location"
{difficulty: not hard} path to {end_location: caesarea street} {loca_end_num: 49},"not, hard, path, to, caesarea, street, 49","B-difficulty, I-difficulty, O, O, B-end_location, I-end_location, B-loca_end_num"
Need a pre work route around {route_length: half-marathon length} starting at {start_location: gottex} {loca_start_num: 93},"Need, a, pre, work, route, around, half-marathon, length, starting, at, gottex, 93","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
Need a {route_length: 10.5 km} route from {start_location: space center street} {loca_start_num: 97} to {end_location: esther roth street} {loca_end_num: 48} that's {difficulty: not hard} level - training for a race next month,"Need, a, 10.5, km, route, from, space, center, street, 97, to, esther, roth, street, 48, that's, not, hard, level, -, training, for, a, race, next, month","O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-difficulty, I-difficulty, O, O, O, O, O, O, O, O"
looking for {difficulty: slightly challenging} track,"looking, for, slightly, challenging, track","O, O, B-difficulty, I-difficulty, O"
experienced runner looking for {difficulty: intense} route about {route_length: 8.0 kilometers},"experienced, runner, looking, for, intense, route, about, 8.0, kilometers","O, O, O, O, B-difficulty, O, O, B-route_length, I-route_length"
where to run {route_length: 19.5 kilometers}?,"where, to, run, 19.5, kilometers, ?","O, O, O, B-route_length, I-route_length, O"
Need a recovery route around {route_length: 15.5 km} near {start_location: hanesher street} {loca_start_num: 47},"Need, a, recovery, route, around, 15.5, km, near, hanesher, street, 47","O, O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
"{difficulty: very easy} path from {start_location: yehoram gaon} {loca_start_num: 51} to {end_location: rambam} {loca_end_num: 75}, {route_length: 2 kilometers}","very, easy, path, from, yehoram, gaon, 51, to, rambam, 75, ,, 2, kilometers","B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, I-route_length"
start from {start_location: herzog boulevard} {loca_start_num: 87} to {end_location: yigael yadin},"start, from, herzog, boulevard, 87, to, yigael, yadin","O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location"
looking for a nice morning jog route nothing too crazy,"looking, for, a, nice, morning, jog, route, nothing, too, crazy","O, O, O, O, O, O, O, O, O, O"
{difficulty: easy} path {route_length: 2.5 kilometers} from {start_location: yitzhak sadeh} {loca_start_num: 40} to {end_location: arava} {loca_end_num: 17},"easy, path, 2.5, kilometers, from, yitzhak, sadeh, 40, to, arava, 17","B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
Taking the stroller today from {start_location: weizmann} {loca_start_num: 78},"Taking, the, stroller, today, from, weizmann, 78","O, O, O, O, O, B-start_location, B-loca_start_num"
looking for a nice morning jog route nothing too crazy,"looking, for, a, nice, morning, jog, route, nothing, too, crazy","O, O, O, O, O, O, O, O, O, O"
Planning a {route_length: 14.5 kilometers} {difficulty: challenging} run from {start_location: friendship} {loca_start_num: 35} to {end_location: current place} - would love something with good morning light for photos,"Planning, a, 14.5, kilometers, challenging, run, from, friendship, 35, to, current, place, -, would, love, something, with, good, morning, light, for, photos","O, O, B-route_length, I-route_length, B-difficulty, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, O, O, O, O, O, O, O, O, O, O"
Hook me up with a {difficulty: challenging} route from {start_location: theodor herzl} {loca_start_num: 85},"Hook, me, up, with, a, challenging, route, from, theodor, herzl, 85","O, O, O, O, O, B-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num"
"Hey, I wanna do a {route_length: 11.0 kilometers} run from {start_location: bialik prize street} {loca_start_num: 32}, any good routes?","Hey,, I, wanna, do, a, 11.0, kilometers, run, from, bialik, prize, street, 32, ,, any, good, routes?","O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, O"
i wanna run from my house on {start_location: safed street} to the beach,"i, wanna, run, from, my, house, on, safed, street, to, the, beach","O, O, O, O, O, O, O, B-start_location, I-start_location, O, O, O"
Training for a marathon from {start_location: tel dan street} {loca_start_num: 78},"Training, for, a, marathon, from, tel, dan, street, 78","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Create a {difficulty: intense} route that covers {route_length: 9 km}.,"Create, a, intense, route, that, covers, 9, km, .","O, O, B-difficulty, O, O, O, B-route_length, I-route_length, O"
{route_length: 3.0 kilometers} {difficulty: medium} path from {start_location: here} to {end_location: ichilov street} {loca_end_num: 69},"3.0, kilometers, medium, path, from, here, to, ichilov, street, 69","B-route_length, I-route_length, B-difficulty, O, O, B-start_location, O, B-end_location, I-end_location, B-loca_end_num"
What's the best way to do {route_length: 550 meters} starting from {start_location: emek refaim street} {loca_start_num: 7}?,"What's, the, best, way, to, do, 550, meters, starting, from, emek, refaim, street, 7, ?","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
Looking for covered paths from {start_location: rashi street} {loca_start_num: 34},"Looking, for, covered, paths, from, rashi, street, 34","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Gonna run {route_length: 20.0 kilometers} from {start_location: airport city} {loca_start_num: 55} today,"Gonna, run, 20.0, kilometers, from, airport, city, 55, today","O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O"
"I want to run {route_length: 15.0 kilometers} starting at {start_location: ancient harbor street} {loca_start_num: 100} and ending at {end_location: dov yudkovsky} {loca_end_num: 52}, with {difficulty: hard} difficulty.","I, want, to, run, 15.0, kilometers, starting, at, ancient, harbor, street, 100, and, ending, at, dov, yudkovsky, 52, ,, with, hard, difficulty.","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-difficulty, O"
{route_length: 600 meters} run from {start_location: sheshet hayamim} {loca_start_num: 41},"600, meters, run, from, sheshet, hayamim, 41","B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
need {route_length: 15 km} easy route,"need, 15, km, easy, route","O, B-route_length, I-route_length, O, O"
{route_length: 11.0 kilometers} run from {start_location: bialik prize} {loca_start_num: 100},"11.0, kilometers, run, from, bialik, prize, 100","B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Generate a running route to {end_location: golan street} {loca_end_num: 63} with a distance of {route_length: 14.0 kilometers}.,"Generate, a, running, route, to, golan, street, 63, with, a, distance, of, 14.0, kilometers, .","O, O, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
"I'm looking for a {difficulty: intense} run starting from {start_location: mordechai maklef street} {loca_start_num: 6} to {end_location: weizmann street} {loca_end_num: 47}, covering {route_length: 9.5 kilometers}.","I'm, looking, for, a, intense, run, starting, from, mordechai, maklef, street, 6, to, weizmann, street, 47, ,, covering, 9.5, kilometers, .","O, O, O, O, B-difficulty, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
{route_length: short sprint} {difficulty: flat and easy} track starting {start_location: sheshet hayamim street} {loca_start_num: 75},"short, sprint, flat, and, easy, track, starting, sheshet, hayamim, street, 75","B-route_length, I-route_length, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"At the office today, need a {route_length: 7.5 km} lunch route from {start_location: heleni hamalka street} {loca_start_num: 81}","At, the, office, today,, need, a, 7.5, km, lunch, route, from, heleni, hamalka, street, 81","O, O, O, O, O, O, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Show me the local running spots,"Show, me, the, local, running, spots","O, O, O, O, O, O"
Can you plan a {difficulty: not hard} route that begins at {start_location: ben tzvi boulevard} {loca_start_num: 90}?,"Can, you, plan, a, not, hard, route, that, begins, at, ben, tzvi, boulevard, 90, ?","O, O, O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
want {route_length: 15.5 km} track please,"want, 15.5, km, track, please","O, B-route_length, I-route_length, O, O"
Show me routes around {start_location: rabbi akiva} {loca_start_num: 88},"Show, me, routes, around, rabbi, akiva, 88","O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Looking for a scenic {route_length: 5.5 km} from {start_location: peace street} {loca_start_num: 100},"Looking, for, a, scenic, 5.5, km, from, peace, street, 100","O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
Can you suggest a {difficulty: flat and easy} run?,"Can, you, suggest, a, flat, and, easy, run?","O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O"
need running path suggestion,"need, running, path, suggestion","O, O, O, O"
need route for tomorrow morning,"need, route, for, tomorrow, morning","O, O, O, O, O"
run from {start_location: ben gurion university} to {end_location: dance quarter street} {loca_end_num: 61},"run, from, ben, gurion, university, to, dance, quarter, street, 61","O, O, B-start_location, I-start_location, I-start_location, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
"Planning a group run, need a {difficulty: very hard} {route_length: 8.5 kilometers} route from {start_location: ben gurion university} {loca_start_num: 41}","Planning, a, group, run,, need, a, very, hard, 8.5, kilometers, route, from, ben, gurion, university, 41","O, O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
where do locals usually run?,"where, do, locals, usually, run?","O, O, O, O, O"
tourist here - need help finding good running spots!,"tourist, here, -, need, help, finding, good, running, spots!","O, O, O, O, O, O, O, O, O"
"Can you help plan a route? I live near {start_location: eclectic style street} {loca_start_num: 1} and want to run to {end_location: german colony} {loca_end_num: 62}, maybe {difficulty: very hard} level","Can, you, help, plan, a, route?, I, live, near, eclectic, style, street, 1, and, want, to, run, to, german, colony, 62, ,, maybe, very, hard, level","O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-difficulty, I-difficulty, O"
"{start_location: theodor herzl} {loca_start_num: 2} to {end_location: bar ilan} {loca_end_num: 53}, {difficulty: medium} {route_length: 9.5 kilometers}","theodor, herzl, 2, to, bar, ilan, 53, ,, medium, 9.5, kilometers","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-difficulty, B-route_length, I-route_length"
run from {start_location: eli cohen street} to {end_location: my gps location} {loca_end_num: 10},"run, from, eli, cohen, street, to, my, gps, location, 10","O, O, B-start_location, I-start_location, I-start_location, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Hi runners! Visiting Tel Aviv next month and would love some suggestions for scenic routes that aren't too tourist-heavy - preferably {difficulty: difficult but rewarding} difficulty,"Hi, runners!, Visiting, Tel, Aviv, next, month, and, would, love, some, suggestions, for, scenic, routes, that, aren't, too, tourist-heavy, -, preferably, difficult, but, rewarding, difficulty","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O"
Training for a marathon - need a {difficulty: extreme difficulty} {route_length: 8.5 kilometers} route starting at {start_location: tech park} {loca_start_num: 41},"Training, for, a, marathon, -, need, a, extreme, difficulty, 8.5, kilometers, route, starting, at, tech, park, 41","O, O, O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, B-loca_start_num"
"Not feeling it today, got an easy {route_length: 6.5 kilometers} route near {start_location: yossi banai street} {loca_start_num: 27}?","Not, feeling, it, today,, got, an, easy, 6.5, kilometers, route, near, yossi, banai, street, 27, ?","O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
experienced marathoner seeking {difficulty: challenging} route {route_length: 12.0 kilometers} beginning {start_location: friendship street} {loca_start_num: 6} finishing {end_location: solar energy} {loca_end_num: 69},"experienced, marathoner, seeking, challenging, route, 12.0, kilometers, beginning, friendship, street, 6, finishing, solar, energy, 69","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
Plan a {difficulty: very easy} route ending at {end_location: this location}.,"Plan, a, very, easy, route, ending, at, this, location, .","O, O, B-difficulty, I-difficulty, O, O, O, B-end_location, I-end_location, O"
"{start_location: chaim topol street} {loca_start_num: 4} to {end_location: light rail} {loca_end_num: 13}, {route_length: 15.0 km} please","chaim, topol, street, 4, to, light, rail, 13, ,, 15.0, km, please","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length, O"
I need a route ending at {end_location: maariv} {loca_end_num: 60} that covers {route_length: 12.5 km}.,"I, need, a, route, ending, at, maariv, 60, that, covers, 12.5, km, .","O, O, O, O, O, O, B-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
Want to avoid hills - got a flat {route_length: 10 kilometers} route from {start_location: cyber} {loca_start_num: 79}?,"Want, to, avoid, hills, -, got, a, flat, 10, kilometers, route, from, cyber, 79, ?","O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O"
Please generate a route for running.,"Please, generate, a, route, for, running.","O, O, O, O, O, O"
Can you create a {difficulty: very hard} route that begins at {start_location: haim laskov} {loca_start_num: 34} and finishes at {end_location: dov lautman} {loca_end_num: 10} with a distance of {route_length: 3.0 km}?,"Can, you, create, a, very, hard, route, that, begins, at, haim, laskov, 34, and, finishes, at, dov, lautman, 10, with, a, distance, of, 3.0, km, ?","O, O, O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
hi can u make me a {difficulty: intense} route?,"hi, can, u, make, me, a, intense, route?","O, O, O, O, O, O, B-difficulty, O"
"Perfect running weather, show me a {route_length: 7.0 km} route near {start_location: beit hakerem} {loca_start_num: 8}","Perfect, running, weather,, show, me, a, 7.0, km, route, near, beit, hakerem, 8","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
"{start_location: weizmann institute street} {loca_start_num: 83} to {end_location: yoni netanyahu street} {loca_end_num: 34}, {difficulty: challenging} {route_length: 18.0 kilometers} please and thank you!","weizmann, institute, street, 83, to, yoni, netanyahu, street, 34, ,, challenging, 18.0, kilometers, please, and, thank, you!","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-difficulty, B-route_length, I-route_length, O, O, O, O"
{route_length: 14.0 kilometers} track with good scenery,"14.0, kilometers, track, with, good, scenery","B-route_length, I-route_length, O, O, O, O"
recommend me a good running track,"recommend, me, a, good, running, track","O, O, O, O, O, O"
"{start_location: sephardim street} {loca_start_num: 10} to {end_location: morocco} {loca_end_num: 85}, {difficulty: medium} {route_length: long distance}","sephardim, street, 10, to, morocco, 85, ,, medium, long, distance","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty, B-route_length, I-route_length"
need running path suggestion,"need, running, path, suggestion","O, O, O, O"
"First time running in this area, need a {route_length: 2.0 km} route near {start_location: hapalmach street} {loca_start_num: 20}","First, time, running, in, this, area,, need, a, 2.0, km, route, near, hapalmach, street, 20","O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
{route_length: 10.5 kilometers} route please,"10.5, kilometers, route, please","B-route_length, I-route_length, O, O"
new to running need advice,"new, to, running, need, advice","O, O, O, O, O"
tourist need {difficulty: difficult but rewarding} track {route_length: 5.5 kilometers} beginning {start_location: my whereabouts} finishing {end_location: gamla} {loca_end_num: 37},"tourist, need, difficult, but, rewarding, track, 5.5, kilometers, beginning, my, whereabouts, finishing, gamla, 37","O, O, B-difficulty, I-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, O, B-end_location, B-loca_end_num"
"{start_location: ted arison street} {loca_start_num: 41} to {end_location: beit she'an street} {loca_end_num: 61}, {difficulty: moderate effort}","ted, arison, street, 41, to, beit, she'an, street, 61, ,, moderate, effort","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-difficulty, I-difficulty"
tourist looking for running route,"tourist, looking, for, running, route","O, O, O, O, O"
Can you suggest a {difficulty: easy} running route from {start_location: dan shechtman} {loca_start_num: 40} to {end_location: mount tabor} {loca_end_num: 68} with {route_length: 12 km}?,"Can, you, suggest, a, easy, running, route, from, dan, shechtman, 40, to, mount, tabor, 68, with, 12, km, ?","O, O, O, O, B-difficulty, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length, O"
beginner want {difficulty: very easy} run,"beginner, want, very, easy, run","O, O, B-difficulty, I-difficulty, O"
from {start_location: hillel} {loca_start_num: 9} need {difficulty: extreme difficulty} path,"from, hillel, 9, need, extreme, difficulty, path","O, B-start_location, B-loca_start_num, O, B-difficulty, I-difficulty, O"
Drop me a {difficulty: extreme difficulty} route from {start_location: tzfania} {loca_start_num: 62},"Drop, me, a, extreme, difficulty, route, from, tzfania, 62","O, O, O, B-difficulty, I-difficulty, O, O, B-start_location, B-loca_start_num"
Best running spots around {start_location: bar ilan} {loca_start_num: 77}?,"Best, running, spots, around, bar, ilan, 77, ?","O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O"
{start_location: bauhaus} {loca_start_num: 7} to {end_location: golda meir boulevard},"bauhaus, 7, to, golda, meir, boulevard","B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location"
route to {end_location: ahad ha'am street} thats {difficulty: somewhat tough},"route, to, ahad, ha'am, street, thats, somewhat, tough","O, O, B-end_location, I-end_location, I-end_location, O, B-difficulty, I-difficulty"
{start_location: machane yehuda street} {loca_start_num: 81} run,"machane, yehuda, street, 81, run","B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
Looking for a {route_length: 15-20 km} route with {difficulty: very hard} intensity that shows off the best parts of Tel Aviv,"Looking, for, a, 15-20, km, route, with, very, hard, intensity, that, shows, off, the, best, parts, of, Tel, Aviv","O, O, O, B-route_length, I-route_length, O, O, B-difficulty, I-difficulty, O, O, O, O, O, O, O, O, O, O"
need {route_length: ultra marathon length} easy route,"need, ultra, marathon, length, easy, route","O, B-route_length, I-route_length, I-route_length, O, O"
{start_location: levinsky} {loca_start_num: 88} to {end_location: avraham stern street},"levinsky, 88, to, avraham, stern, street","B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location"
Generate a running route from {start_location: space center street} {loca_start_num: 59} to {end_location: rafael eitan} {loca_end_num: 42}.,"Generate, a, running, route, from, space, center, street, 59, to, rafael, eitan, 42, .","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O"
planning my morning exercise need suggestions,"planning, my, morning, exercise, need, suggestions","O, O, O, O, O, O"
first time in tel aviv want to go running,"first, time, in, tel, aviv, want, to, go, running","O, O, O, O, O, O, O, O, O"
gimme {difficulty: somewhat tough} path {route_length: 16.5 km} start {start_location: baba sali} {loca_start_num: 2} finish {end_location: uri avnery street} {loca_end_num: 62},"gimme, somewhat, tough, path, 16.5, km, start, baba, sali, 2, finish, uri, avnery, street, 62","O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
I'm looking for a {difficulty: very hard} route from {start_location: hanevi'im street} {loca_start_num: 10} to {end_location: yefet street} {loca_end_num: 20} with a distance of {route_length: 350 meters}.,"I'm, looking, for, a, very, hard, route, from, hanevi'im, street, 10, to, yefet, street, 20, with, a, distance, of, 350, meters, .","O, O, O, O, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
"{start_location: sapir prize street} {loca_start_num: 15} to {end_location: rashi} {loca_end_num: 99}, make it {difficulty: not hard}","sapir, prize, street, 15, to, rashi, 99, ,, make, it, not, hard","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, O, O, B-difficulty, I-difficulty"
something {difficulty: very hard} around {route_length: 16.0 kilometers},"something, very, hard, around, 16.0, kilometers","O, B-difficulty, I-difficulty, O, B-route_length, I-route_length"
"Easy day today, need a chill {route_length: 8 km} route from {start_location: washington} {loca_start_num: 20}","Easy, day, today,, need, a, chill, 8, km, route, from, washington, 20","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
{route_length: 2.5 kilometers} {difficulty: difficult but rewarding} track from {start_location: megiddo street} {loca_start_num: 38} to {end_location: hahistadrut} {loca_end_num: 46},"2.5, kilometers, difficult, but, rewarding, track, from, megiddo, street, 38, to, hahistadrut, 46","B-route_length, I-route_length, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
hi can u make me a {difficulty: very hard} route?,"hi, can, u, make, me, a, very, hard, route?","O, O, O, O, O, O, B-difficulty, I-difficulty, O"
{start_location: machane yehuda street} to beach route,"machane, yehuda, street, to, beach, route","B-start_location, I-start_location, I-start_location, O, O, O"
Stroller friendly route needed around {start_location: tzfania} {loca_start_num: 58},"Stroller, friendly, route, needed, around, tzfania, 58","O, O, O, O, O, B-start_location, B-loca_start_num"
Looking for a running route that passes by some good breakfast spots - starting from {start_location: mamilla street} {loca_start_num: 26} and heading towards {end_location: ein bokek} {loca_end_num: 98},"Looking, for, a, running, route, that, passes, by, some, good, breakfast, spots, -, starting, from, mamilla, street, 26, and, heading, towards, ein, bokek, 98","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, B-loca_end_num"
first time runner here need {difficulty: flat and easy} track {route_length: 11.0 km} from {start_location: katamon} {loca_start_num: 22} 2 {end_location: yosef trumpeldor} {loca_end_num: 18},"first, time, runner, here, need, flat, and, easy, track, 11.0, km, from, katamon, 22, 2, yosef, trumpeldor, 18","O, O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
Got 30 minutes to run from {start_location: king david} {loca_start_num: 80},"Got, 30, minutes, to, run, from, king, david, 80","O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
need running suggestions please,"need, running, suggestions, please","O, O, O, O"
Easy recovery run - need a {route_length: 6.5 km} route near {start_location: shalom street} {loca_start_num: 38},"Easy, recovery, run, -, need, a, 6.5, km, route, near, shalom, street, 38","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
need {route_length: 5 km} track,"need, 5, km, track","O, B-route_length, I-route_length, O"
Need a tempo run route - {difficulty: challenging} {route_length: 4.5 kilometers} from {start_location: shazar street} {loca_start_num: 93},"Need, a, tempo, run, route, -, challenging, 4.5, kilometers, from, shazar, street, 93","O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
{difficulty: difficult but rewarding} {route_length: 20 kilometers} please,"difficult, but, rewarding, 20, kilometers, please","B-difficulty, I-difficulty, I-difficulty, B-route_length, I-route_length, O"
New runner here - need an easy {route_length: 15.0 kilometers} route near {start_location: hahistadrut street} {loca_start_num: 16},"New, runner, here, -, need, an, easy, 15.0, kilometers, route, near, hahistadrut, street, 16","O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
wheres good for evening jog?,"wheres, good, for, evening, jog?","O, O, O, O, O"
make me {difficulty: flat and easy} route from {start_location: ha-nevi'im street} {loca_start_num: 69},"make, me, flat, and, easy, route, from, ha-nevi'im, street, 69","O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num"
