sentence,tokens,bio_tags
Got any decent {route_length: 6.0 kilometers} loops starting from {start_location: cafe kassit street} {loca_start_num: 77}?,"Got, any, decent, 6.0, kilometers, loops, starting, from, cafe, kassit, street, 77, ?","O, O, O, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
{start_location: habima} {loca_start_num: 75} to {end_location: agricultural station} {loca_end_num: 91},"habima, 75, to, agricultural, station, 91","B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
{route_length: 8 km} {difficulty: very easy} track needed,"8, km, very, easy, track, needed","B-route_length, I-route_length, B-difficulty, I-difficulty, O, O"
{difficulty: flat and easy} {route_length: 18.5 kilometers} from {start_location: ha'ayin het street} {loca_start_num: 60} to {end_location: liberation} {loca_end_num: 35},"flat, and, easy, 18.5, kilometers, from, ha'ayin, het, street, 60, to, liberation, 35","B-difficulty, I-difficulty, I-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
"first time runner here, any suggestions?","first, time, runner, here,, any, suggestions?","O, O, O, O, O, O"
Looking for a running route that passes by some good breakfast spots - starting from {start_location: fashion week} {loca_start_num: 81} and heading towards {end_location: nahal alexander} {loca_end_num: 22},"Looking, for, a, running, route, that, passes, by, some, good, breakfast, spots, -, starting, from, fashion, week, 81, and, heading, towards, nahal, alexander, 22","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, B-loca_end_num"
need a route for tomorrow,"need, a, route, for, tomorrow","O, O, O, O, O"
can you recommend nice running spots?,"can, you, recommend, nice, running, spots?","O, O, O, O, O, O"
"Building up mileage, need a {difficulty: very easy} {route_length: 6.0 km} route near {start_location: rashi street} {loca_start_num: 4}","Building, up, mileage,, need, a, very, easy, 6.0, km, route, near, rashi, street, 4","O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Need to prepare for my marathon - can you plan a {difficulty: intense} route around {route_length: 7 kilometers} starting from {start_location: negev street}?,"Need, to, prepare, for, my, marathon, -, can, you, plan, a, intense, route, around, 7, kilometers, starting, from, negev, street, ?","O, O, O, O, O, O, O, O, O, O, O, B-difficulty, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, O"
Need a {difficulty: very easy} path that starts from {start_location: even gvirol street} {loca_start_num: 9},"Need, a, very, easy, path, that, starts, from, even, gvirol, street, 9","O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Doing a quick lunch run from {start_location: yedioth} {loca_start_num: 76},"Doing, a, quick, lunch, run, from, yedioth, 76","O, O, O, O, O, O, B-start_location, B-loca_start_num"
make me {difficulty: flat and easy} route from {start_location: derech aza} {loca_start_num: 56},"make, me, flat, and, easy, route, from, derech, aza, 56","O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num"
"Coffee shop at the end please, {route_length: 450 meters} route from {start_location: usb} {loca_start_num: 88}","Coffee, shop, at, the, end, please,, 450, meters, route, from, usb, 88","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
hey can you help me find a nice running track?,"hey, can, you, help, me, find, a, nice, running, track?","O, O, O, O, O, O, O, O, O, O"
suggest good running spot,"suggest, good, running, spot","O, O, O, O"
"Create an {difficulty: hard} run from {start_location: rashi} {loca_start_num: 6} to {end_location: dizengoff} {loca_end_num: 92}, which is {route_length: 950 meters}.","Create, an, hard, run, from, rashi, 6, to, dizengoff, 92, ,, which, is, 950, meters, .","O, O, B-difficulty, O, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, O, O, B-route_length, I-route_length, O"
hey can u suggest where to run around here,"hey, can, u, suggest, where, to, run, around, here","O, O, O, O, O, O, O, O, O"
suggest good spots for morning exercise,"suggest, good, spots, for, morning, exercise","O, O, O, O, O, O"
make path from {start_location: rehavia} {loca_start_num: 18},"make, path, from, rehavia, 18","O, O, O, B-start_location, B-loca_start_num"
Need help planning tomorrow's run - something that starts from {start_location: ein avdat} {loca_start_num: 83} and is about {route_length: 14 kilometers} with some interesting neighborhoods along the way,"Need, help, planning, tomorrow's, run, -, something, that, starts, from, ein, avdat, 83, and, is, about, 14, kilometers, with, some, interesting, neighborhoods, along, the, way","O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-route_length, I-route_length, O, O, O, O, O, O, O"
good running route for tourists?,"good, running, route, for, tourists?","O, O, O, O, O"
"{start_location: moshe sharett} {loca_start_num: 81} to {end_location: rambam} {loca_end_num: 94}, {difficulty: medium} {route_length: 3.0 km}","moshe, sharett, 81, to, rambam, 94, ,, medium, 3.0, km","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty, B-route_length, I-route_length"
new to running need beginner route,"new, to, running, need, beginner, route","O, O, O, O, O, O"
want {difficulty: extreme difficulty} path please,"want, extreme, difficulty, path, please","O, B-difficulty, I-difficulty, O, O"
Need a quick running route,"Need, a, quick, running, route","O, O, O, O, O"
make me route plz {difficulty: hard} like {route_length: 12.0 kilometers} from {start_location: eliyahu hanavi} {loca_start_num: 24} until {end_location: this neighborhood},"make, me, route, plz, hard, like, 12.0, kilometers, from, eliyahu, hanavi, 24, until, this, neighborhood","O, O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location"
senior runner need route from {start_location: haalon} {loca_start_num: 92},"senior, runner, need, route, from, haalon, 92","O, O, O, O, O, B-start_location, B-loca_start_num"
make me {difficulty: challenging} route {route_length: 13 kilometers} beginning {start_location: shavit} {loca_start_num: 27} end point {end_location: rabbi akiva} {loca_end_num: 13},"make, me, challenging, route, 13, kilometers, beginning, shavit, 27, end, point, rabbi, akiva, 13","O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, O, B-end_location, I-end_location, B-loca_end_num"
tourist here want {difficulty: very easy} route {route_length: 9.5 kilometers} begin {start_location: mamilla} {loca_start_num: 44} end {end_location: hanesher street} {loca_end_num: 90},"tourist, here, want, very, easy, route, 9.5, kilometers, begin, mamilla, 44, end, hanesher, street, 90","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
tourist needs running recommendations,"tourist, needs, running, recommendations","O, O, O, O"
Create a running route from {start_location: usb} {loca_start_num: 15} that is {route_length: medium-length}.,"Create, a, running, route, from, usb, 15, that, is, medium-length, .","O, O, O, O, O, B-start_location, B-loca_start_num, O, O, B-route_length, O"
need route for evening run,"need, route, for, evening, run","O, O, O, O, O"
Time to run hit me with a route,"Time, to, run, hit, me, with, a, route","O, O, O, O, O, O, O, O"
I need a {difficulty: slightly challenging} running route starting from {start_location: my gps location} {loca_start_num: 18}.,"I, need, a, slightly, challenging, running, route, starting, from, my, gps, location, 18, .","O, O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
"{start_location: sheshet hayamim street} {loca_start_num: 95} to {end_location: hanegev}, something easy please","sheshet, hayamim, street, 95, to, hanegev, ,, something, easy, please","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, O, O, O, O"
{route_length: 10.0 km} {difficulty: hard} track from {start_location: samuel hanavi street} {loca_start_num: 33} to {end_location: tel dan street} {loca_end_num: 86},"10.0, km, hard, track, from, samuel, hanavi, street, 33, to, tel, dan, street, 86","B-route_length, I-route_length, B-difficulty, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Doing a social run from {start_location: chava alberstein street} {loca_start_num: 45},"Doing, a, social, run, from, chava, alberstein, street, 45","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"Looking for a route with coffee shops along the way, around {route_length: 6.0 kilometers}","Looking, for, a, route, with, coffee, shops, along, the, way,, around, 6.0, kilometers","O, O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length"
Morning run starting at {start_location: nahalat binyamin} {loca_start_num: 70},"Morning, run, starting, at, nahalat, binyamin, 70","O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
running to {end_location: damascus gate street},"running, to, damascus, gate, street","O, O, B-end_location, I-end_location, I-end_location"
{difficulty: challenging} {route_length: 18.5 km} please,"challenging, 18.5, km, please","B-difficulty, B-route_length, I-route_length, O"
I want a {difficulty: somewhat tough} route that goes from {start_location: shavit} {loca_start_num: 71} to {end_location: beit lessin street} {loca_end_num: 23} and spans {route_length: 17.5 km}.,"I, want, a, somewhat, tough, route, that, goes, from, shavit, 71, to, beit, lessin, street, 23, and, spans, 17.5, km, .","O, O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
Need a tempo run route - {difficulty: slightly challenging} {route_length: 800 meters} from {start_location: cafe kassit} {loca_start_num: 76},"Need, a, tempo, run, route, -, slightly, challenging, 800, meters, from, cafe, kassit, 76","O, O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
can u plan me a quick 5k run?,"can, u, plan, me, a, quick, 5k, run?","O, O, O, O, O, O, O, O"
{route_length: 18.0 km} {difficulty: not hard} track needed,"18.0, km, not, hard, track, needed","B-route_length, I-route_length, B-difficulty, I-difficulty, O, O"
"Planning my weekend long run and need a {difficulty: hard} path that starts from {start_location: hapisga street} {loca_start_num: 74} and goes to {end_location: yedioth} {loca_end_num: 53}, hoping for something around {route_length: 800 meters} with some scenic spots","Planning, my, weekend, long, run, and, need, a, hard, path, that, starts, from, hapisga, street, 74, and, goes, to, yedioth, 53, ,, hoping, for, something, around, 800, meters, with, some, scenic, spots","O, O, O, O, O, O, O, O, B-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, B-loca_end_num, O, O, O, O, O, B-route_length, I-route_length, O, O, O, O"
Looking for a nice running route that's good for beginners,"Looking, for, a, nice, running, route, that's, good, for, beginners","O, O, O, O, O, O, O, O, O, O"
wheres good for morning jog?,"wheres, good, for, morning, jog?","O, O, O, O, O"
route to {end_location: kinneret} {loca_end_num: 36},"route, to, kinneret, 36","O, O, B-end_location, B-loca_end_num"
Looking for some hill training - {difficulty: very easy} route around {route_length: 17.0 kilometers} from {start_location: talpiot street} {loca_start_num: 39},"Looking, for, some, hill, training, -, very, easy, route, around, 17.0, kilometers, from, talpiot, street, 39","O, O, O, O, O, O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
Time for my long run from {start_location: palmach} {loca_start_num: 50},"Time, for, my, long, run, from, palmach, 50","O, O, O, O, O, O, B-start_location, B-loca_start_num"
running track near {start_location: chaim nachman bialik street},"running, track, near, chaim, nachman, bialik, street","O, O, O, B-start_location, I-start_location, I-start_location, I-start_location"
I need a {route_length: 6.5 kilometers} route from {start_location: rashi street} {loca_start_num: 13},"I, need, a, 6.5, kilometers, route, from, rashi, street, 13","O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
{difficulty: challenging} running track please,"challenging, running, track, please","B-difficulty, O, O, O"
something {difficulty: intense} around {route_length: 3.0 kilometers},"something, intense, around, 3.0, kilometers","O, B-difficulty, O, B-route_length, I-route_length"
"Looking for an after-work route, maybe {route_length: 14.0 km} from {start_location: arlosoroff street} {loca_start_num: 30}","Looking, for, an, after-work, route,, maybe, 14.0, km, from, arlosoroff, street, 30","O, O, O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
Gotta do {route_length: over 20 km} for marathon training from {start_location: daniel kahneman} {loca_start_num: 22},"Gotta, do, over, 20, km, for, marathon, training, from, daniel, kahneman, 22","O, O, B-route_length, I-route_length, I-route_length, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Hi runners! Visiting Tel Aviv next month and would love some suggestions for scenic routes that aren't too tourist-heavy - preferably {difficulty: hard} difficulty,"Hi, runners!, Visiting, Tel, Aviv, next, month, and, would, love, some, suggestions, for, scenic, routes, that, aren't, too, tourist-heavy, -, preferably, hard, difficulty","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-difficulty, O"
"{route_length: 950 meters} route from {start_location: this area} to {end_location: maskit} {loca_end_num: 46}, not too hard","950, meters, route, from, this, area, to, maskit, 46, ,, not, too, hard","B-route_length, I-route_length, O, O, B-start_location, I-start_location, O, B-end_location, B-loca_end_num, O, O, O, O"
first time in israel need {difficulty: not hard} path {route_length: 19 km} from {start_location: dan street} {loca_start_num: 15} 2 {end_location: pinsker} {loca_end_num: 69},"first, time, in, israel, need, not, hard, path, 19, km, from, dan, street, 15, 2, pinsker, 69","O, O, O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
where to run in tel aviv?,"where, to, run, in, tel, aviv?","O, O, O, O, O, O"
{start_location: ein gedi} to {end_location: pesach street},"ein, gedi, to, pesach, street","B-start_location, I-start_location, O, B-end_location, I-end_location"
Could you help me plan a {difficulty: very hard} route for my training? I live near {start_location: sheshet hayamim street} {loca_start_num: 12} and want to run about {route_length: 16 km},"Could, you, help, me, plan, a, very, hard, route, for, my, training?, I, live, near, sheshet, hayamim, street, 12, and, want, to, run, about, 16, km","O, O, O, O, O, O, B-difficulty, I-difficulty, O, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, O, O, B-route_length, I-route_length"
can u plan my morning jog?,"can, u, plan, my, morning, jog?","O, O, O, O, O, O"
Running with my dog from {start_location: independence} {loca_start_num: 12},"Running, with, my, dog, from, independence, 12","O, O, O, O, O, B-start_location, B-loca_start_num"
can u plan me a quick 5k run?,"can, u, plan, me, a, quick, 5k, run?","O, O, O, O, O, O, O, O"
Gimme a {difficulty: hard} route around {route_length: 16.5 km} near {start_location: talpiot street} {loca_start_num: 45},"Gimme, a, hard, route, around, 16.5, km, near, talpiot, street, 45","O, O, B-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
runner here looking for {difficulty: very easy} path {route_length: 4.0 kilometers},"runner, here, looking, for, very, easy, path, 4.0, kilometers","O, O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length"
want {route_length: 13.0 km} track please,"want, 13.0, km, track, please","O, B-route_length, I-route_length, O, O"
{route_length: 16.5 km} track with good scenery,"16.5, km, track, with, good, scenery","B-route_length, I-route_length, O, O, O, O"
{difficulty: extreme difficulty} {route_length: short sprint} route please,"extreme, difficulty, short, sprint, route, please","B-difficulty, I-difficulty, B-route_length, I-route_length, O, O"
"My usual route is boring, need a {difficulty: hard} {route_length: 7.0 km} alternative from {start_location: hahigh-tech street} {loca_start_num: 42}","My, usual, route, is, boring,, need, a, hard, 7.0, km, alternative, from, hahigh-tech, street, 42","O, O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
recommend running route please,"recommend, running, route, please","O, O, O, O"
need {difficulty: intense} jogging route {route_length: 5 km} starting {start_location: mordechai anielewicz} {loca_start_num: 79} finish at {end_location: hanevi'im street} {loca_end_num: 35},"need, intense, jogging, route, 5, km, starting, mordechai, anielewicz, 79, finish, at, hanevi'im, street, 35","O, B-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, O, B-end_location, I-end_location, B-loca_end_num"
where do people usually run in morning?,"where, do, people, usually, run, in, morning?","O, O, O, O, O, O, O"
need route 4 beginner {difficulty: easy} about {route_length: 12 kilometers} from {start_location: levinsky street} {loca_start_num: 11} to {end_location: kovshei katamon} {loca_end_num: 95},"need, route, 4, beginner, easy, about, 12, kilometers, from, levinsky, street, 11, to, kovshei, katamon, 95","O, O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
staying near {start_location: yossi banai street} need running route,"staying, near, yossi, banai, street, need, running, route","O, O, B-start_location, I-start_location, I-start_location, O, O, O"
want {difficulty: moderate effort} run {route_length: long distance} starting point {start_location: my exact location} endpoint {end_location: ramban} {loca_end_num: 72},"want, moderate, effort, run, long, distance, starting, point, my, exact, location, endpoint, ramban, 72","O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, O, B-end_location, B-loca_end_num"
experienced marathoner seeking {difficulty: extreme difficulty} route {route_length: 11.0 kilometers} beginning {start_location: enzo sereni} {loca_start_num: 48} finishing {end_location: rabbi ovadia yosef} {loca_end_num: 65},"experienced, marathoner, seeking, extreme, difficulty, route, 11.0, kilometers, beginning, enzo, sereni, 48, finishing, rabbi, ovadia, yosef, 65","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
want {difficulty: hard} run {route_length: 6 kilometers} starting point {start_location: hanevi'im} {loca_start_num: 34} endpoint {end_location: yitzhak kariv street} {loca_end_num: 84},"want, hard, run, 6, kilometers, starting, point, hanevi'im, 34, endpoint, yitzhak, kariv, street, 84","O, B-difficulty, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Need to get {route_length: 5 kilometers} in from {start_location: talpiot street} {loca_start_num: 47},"Need, to, get, 5, kilometers, in, from, talpiot, street, 47","O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
route planning help please,"route, planning, help, please","O, O, O, O"
"{start_location: shlomzion hamalka street} {loca_start_num: 54} to {end_location: amos schocken} {loca_end_num: 17}, make it {route_length: 7.5 km} and {difficulty: challenging}","shlomzion, hamalka, street, 54, to, amos, schocken, 17, ,, make, it, 7.5, km, and, challenging","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, B-route_length, I-route_length, O, B-difficulty"
Meeting friends for a run - what's a good {route_length: 750 meters} route near {start_location: rashi} {loca_start_num: 48}?,"Meeting, friends, for, a, run, -, what's, a, good, 750, meters, route, near, rashi, 48, ?","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O"
Taking it easy today from {start_location: yigal yadin street} {loca_start_num: 55},"Taking, it, easy, today, from, yigal, yadin, street, 55","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Morning run starting at {start_location: yigael yadin} {loca_start_num: 73},"Morning, run, starting, at, yigael, yadin, 73","O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Doing a social run from {start_location: ashkelon street} {loca_start_num: 2},"Doing, a, social, run, from, ashkelon, street, 2","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
{start_location: carmel} {loca_start_num: 24} to {end_location: shimshon} {loca_end_num: 69},"carmel, 24, to, shimshon, 69","B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
Need some hills in my run from {start_location: my whereabouts},"Need, some, hills, in, my, run, from, my, whereabouts","O, O, O, O, O, O, O, B-start_location, I-start_location"
"Can you help plan a route? I live near {start_location: herzl} {loca_start_num: 81} and want to run to {end_location: startup street} {loca_end_num: 72}, maybe {difficulty: medium} level","Can, you, help, plan, a, route?, I, live, near, herzl, 81, and, want, to, run, to, startup, street, 72, ,, maybe, medium, level","O, O, O, O, O, O, O, O, O, B-start_location, B-loca_start_num, O, O, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-difficulty, O"
Need some hills in my run from {start_location: chain} {loca_start_num: 39},"Need, some, hills, in, my, run, from, chain, 39","O, O, O, O, O, O, O, B-start_location, B-loca_start_num"
gimme a {difficulty: difficult but rewarding} route {route_length: 16 km},"gimme, a, difficult, but, rewarding, route, 16, km","O, O, B-difficulty, I-difficulty, I-difficulty, O, B-route_length, I-route_length"
good places to run around here?,"good, places, to, run, around, here?","O, O, O, O, O, O"
Can you generate a {difficulty: very easy} route from {start_location: yossi vardi} {loca_start_num: 31} to {end_location: yehudi menuhin} {loca_end_num: 58} with a distance of {route_length: 17.0 km}?,"Can, you, generate, a, very, easy, route, from, yossi, vardi, 31, to, yehudi, menuhin, 58, with, a, distance, of, 17.0, km, ?","O, O, O, O, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
recommend running route please,"recommend, running, route, please","O, O, O, O"
looking for peaceful running route,"looking, for, peaceful, running, route","O, O, O, O, O"
need running recommendations near the beach,"need, running, recommendations, near, the, beach","O, O, O, O, O, O"
senior runner need route from {start_location: king solomon street} {loca_start_num: 19},"senior, runner, need, route, from, king, solomon, street, 19","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
