sentence,tokens,bio_tags
{start_location: rabbi akiva street} {loca_start_num: 68} to {end_location: right where i am} {loca_end_num: 24},"rabbi, akiva, street, 68, to, right, where, i, am, 24","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, I-end_location, B-loca_end_num"
Need to prepare for my marathon - can you plan a {difficulty: moderate effort} route around {route_length: 19.5 km} starting from {start_location: rabbi akiva street}?,"Need, to, prepare, for, my, marathon, -, can, you, plan, a, moderate, effort, route, around, 19.5, km, starting, from, rabbi, akiva, street, ?","O, O, O, O, O, O, O, O, O, O, O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, O"
looking for {difficulty: moderate effort} track,"looking, for, moderate, effort, track","O, O, B-difficulty, I-difficulty, O"
Ready to crush {route_length: very short} from {start_location: marcus reiner} {loca_start_num: 81},"Ready, to, crush, very, short, from, marcus, reiner, 81","O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
{difficulty: easy} {route_length: 250 meters} route please,"easy, 250, meters, route, please","B-difficulty, B-route_length, I-route_length, O, O"
Make me a route from {start_location: dan street} {loca_start_num: 74},"Make, me, a, route, from, dan, street, 74","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
need {difficulty: challenging} route about {route_length: quick run},"need, challenging, route, about, quick, run","O, B-difficulty, O, O, B-route_length, I-route_length"
"{start_location: nahal sorek street} {loca_start_num: 18} to {end_location: ofek street} {loca_end_num: 39}, want {difficulty: extreme difficulty} run about {route_length: 6.0 km}","nahal, sorek, street, 18, to, ofek, street, 39, ,, want, extreme, difficulty, run, about, 6.0, km","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length"
Looking for a nice {difficulty: intense} path from {start_location: nahal alexander} {loca_start_num: 21} that's good for elderly people,"Looking, for, a, nice, intense, path, from, nahal, alexander, 21, that's, good, for, elderly, people","O, O, O, O, B-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, O"
{route_length: 11.5 km} to {end_location: efraim street} {loca_end_num: 64} please,"11.5, km, to, efraim, street, 64, please","B-route_length, I-route_length, O, B-end_location, I-end_location, B-loca_end_num, O"
suggest route for beginner,"suggest, route, for, beginner","O, O, O, O"
where to run in tel aviv?,"where, to, run, in, tel, aviv?","O, O, O, O, O, O"
"Midnight runner here, safe {route_length: 12.5 km} route from {start_location: al-wad street} {loca_start_num: 94}?","Midnight, runner, here,, safe, 12.5, km, route, from, al-wad, street, 94, ?","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
I'd really appreciate a {difficulty: flat and easy} running route from {start_location: hanevi'im street} {loca_start_num: 24} that passes through some historic areas,"I'd, really, appreciate, a, flat, and, easy, running, route, from, hanevi'im, street, 24, that, passes, through, some, historic, areas","O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, O, O"
need running suggestions please,"need, running, suggestions, please","O, O, O, O"
can you suggest good running path?,"can, you, suggest, good, running, path?","O, O, O, O, O, O"
"{route_length: 10 kilometers} from {start_location: chana senesh street} {loca_start_num: 63} to {end_location: innovation district street} {loca_end_num: 97}, {difficulty: easy}","10, kilometers, from, chana, senesh, street, 63, to, innovation, district, street, 97, ,, easy","B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-difficulty"
"Midnight runner here, safe {route_length: 8 kilometers} route from {start_location: pierre koenig street} {loca_start_num: 99}?","Midnight, runner, here,, safe, 8, kilometers, route, from, pierre, koenig, street, 99, ?","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
"Need bathrooms along the way, {route_length: 12.5 km} route from {start_location: ezekiel} {loca_start_num: 95}?","Need, bathrooms, along, the, way,, 12.5, km, route, from, ezekiel, 95, ?","O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O"
{start_location: mordechai maklef street} {loca_start_num: 48} to {end_location: israel prize} {loca_end_num: 91},"mordechai, maklef, street, 48, to, israel, prize, 91","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
Running with my dog from {start_location: ein kerem street} {loca_start_num: 20},"Running, with, my, dog, from, ein, kerem, street, 20","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
help me find running route,"help, me, find, running, route","O, O, O, O, O"
first time runner here need {difficulty: very easy} track {route_length: 11 km} from {start_location: international style} {loca_start_num: 48} 2 {end_location: uri zohar} {loca_end_num: 51},"first, time, runner, here, need, very, easy, track, 11, km, from, international, style, 48, 2, uri, zohar, 51","O, O, O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
Ready to run from {start_location: ada yonath} {loca_start_num: 94},"Ready, to, run, from, ada, yonath, 94","O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Want to avoid hills - got a flat {route_length: 550 meters} route from {start_location: my location}?,"Want, to, avoid, hills, -, got, a, flat, 550, meters, route, from, my, location, ?","O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, O"
Trying to find a good {route_length: 1.0 kilometers} run near {start_location: baba sali} {loca_start_num: 93},"Trying, to, find, a, good, 1.0, kilometers, run, near, baba, sali, 93","O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
{route_length: 7.5 km} {difficulty: difficult but rewarding} route from {start_location: bauhaus street} {loca_start_num: 17} to {end_location: yad harutzim street} {loca_end_num: 40},"7.5, km, difficult, but, rewarding, route, from, bauhaus, street, 17, to, yad, harutzim, street, 40","B-route_length, I-route_length, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Can you suggest a running route?,"Can, you, suggest, a, running, route?","O, O, O, O, O, O"
Advanced runner looking for a challenging {route_length: 11.5 km} route from {start_location: strauss street} {loca_start_num: 81},"Advanced, runner, looking, for, a, challenging, 11.5, km, route, from, strauss, street, 81","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
tourist looking for running route,"tourist, looking, for, running, route","O, O, O, O, O"
Could you help me plan a {difficulty: hard} route for my training? I live near {start_location: netanya} {loca_start_num: 83} and want to run about {route_length: 500 meters},"Could, you, help, me, plan, a, hard, route, for, my, training?, I, live, near, netanya, 83, and, want, to, run, about, 500, meters","O, O, O, O, O, O, B-difficulty, O, O, O, O, O, O, O, B-start_location, B-loca_start_num, O, O, O, O, O, B-route_length, I-route_length"
what's a good running spot around here?,"what's, a, good, running, spot, around, here?","O, O, O, O, O, O, O"
Show me some routes near {end_location: tel hashomer} {loca_end_num: 55},"Show, me, some, routes, near, tel, hashomer, 55","O, O, O, O, O, B-end_location, I-end_location, B-loca_end_num"
"from {start_location: even gvirol} {loca_start_num: 69} to {end_location: jeremiah} {loca_end_num: 36}, make it {difficulty: intense}","from, even, gvirol, 69, to, jeremiah, 36, ,, make, it, intense","O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, O, O, B-difficulty"
I need a {difficulty: very hard} running route starting from {start_location: technion} {loca_start_num: 61}.,"I, need, a, very, hard, running, route, starting, from, technion, 61, .","O, O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, B-loca_start_num, O"
where can i do {route_length: 450 meters} run?,"where, can, i, do, 450, meters, run?","O, O, O, O, B-route_length, I-route_length, O"
simple running path please,"simple, running, path, please","O, O, O, O"
First time running in this area,"First, time, running, in, this, area","O, O, O, O, O, O"
Got 30 mins - where should I run from {start_location: king george} {loca_start_num: 5}?,"Got, 30, mins, -, where, should, I, run, from, king, george, 5, ?","O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O"
{route_length: 4 kilometers} path somewhere nice,"4, kilometers, path, somewhere, nice","B-route_length, I-route_length, O, O, O"
"Time trial day, need a flat {route_length: 6.5 kilometers} route from {start_location: rachel hameshoreret street} {loca_start_num: 8}","Time, trial, day,, need, a, flat, 6.5, kilometers, route, from, rachel, hameshoreret, street, 8","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Never run here before need a route,"Never, run, here, before, need, a, route","O, O, O, O, O, O, O"
can u make {difficulty: difficult but rewarding} running route {route_length: 17.5 km} from {start_location: haayala street} {loca_start_num: 44} 2 {end_location: gilboa street} {loca_end_num: 8},"can, u, make, difficult, but, rewarding, running, route, 17.5, km, from, haayala, street, 44, 2, gilboa, street, 8","O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
need {route_length: 250 meters} track,"need, 250, meters, track","O, B-route_length, I-route_length, O"
make me {difficulty: extreme difficulty} route please,"make, me, extreme, difficulty, route, please","O, O, B-difficulty, I-difficulty, O, O"
"Need bathrooms along the way, {route_length: under 1 km} route from {start_location: yehuda halevi street} {loca_start_num: 42}?","Need, bathrooms, along, the, way,, under, 1, km, route, from, yehuda, halevi, street, 42, ?","O, O, O, O, O, B-route_length, I-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
"Got time for a quick {route_length: 19 km} run, starting at {start_location: central station} {loca_start_num: 17}","Got, time, for, a, quick, 19, km, run,, starting, at, central, station, 17","O, O, O, O, O, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, B-loca_start_num"
{start_location: silicon wadi street} {loca_start_num: 91} run,"silicon, wadi, street, 91, run","B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
Can you suggest a {difficulty: easy} run that spans {route_length: 16.0 kilometers}?,"Can, you, suggest, a, easy, run, that, spans, 16.0, kilometers, ?","O, O, O, O, B-difficulty, O, O, O, B-route_length, I-route_length, O"
Meeting friends for a run - what's a good {route_length: 20.0 kilometers} route near {start_location: neve tzedek street} {loca_start_num: 34}?,"Meeting, friends, for, a, run, -, what's, a, good, 20.0, kilometers, route, near, neve, tzedek, street, 34, ?","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
"{start_location: haeucalyptus street} {loca_start_num: 56} to {end_location: crusader} {loca_end_num: 43}, {difficulty: intense} {route_length: 10.5 kilometers} please and thank you!","haeucalyptus, street, 56, to, crusader, 43, ,, intense, 10.5, kilometers, please, and, thank, you!","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty, B-route_length, I-route_length, O, O, O, O"
{route_length: 12.5 km} easy path please,"12.5, km, easy, path, please","B-route_length, I-route_length, O, O, O"
i want to run {route_length: 7 km} from {start_location: moshe dayan street} to {end_location: shazar},"i, want, to, run, 7, km, from, moshe, dayan, street, to, shazar","O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, O, B-end_location"
Show me the best {route_length: 11.0 km} route near {start_location: derech aza} {loca_start_num: 24},"Show, me, the, best, 11.0, km, route, near, derech, aza, 24","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
recommend safe running route,"recommend, safe, running, route","O, O, O, O"
can u make {difficulty: somewhat tough} route from {start_location: gila almagor street},"can, u, make, somewhat, tough, route, from, gila, almagor, street","O, O, O, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, I-start_location"
"Early bird run, show me a {route_length: 10-15 km} route near {start_location: masada street} {loca_start_num: 30}","Early, bird, run,, show, me, a, 10-15, km, route, near, masada, street, 30","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
need route for tomorrow morning run,"need, route, for, tomorrow, morning, run","O, O, O, O, O, O"
want {difficulty: very easy} track about {route_length: 2.5 kilometers},"want, very, easy, track, about, 2.5, kilometers","O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length"
make me something challenging please,"make, me, something, challenging, please","O, O, O, O, O"
Got any good routes nearby?,"Got, any, good, routes, nearby?","O, O, O, O, O"
"Midnight runner here, safe {route_length: 12.0 km} route from {start_location: yehuda halevi street} {loca_start_num: 64}?","Midnight, runner, here,, safe, 12.0, km, route, from, yehuda, halevi, street, 64, ?","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
Gimme a {difficulty: difficult but rewarding} route around {route_length: 5.5 km} near {start_location: hayarden} {loca_start_num: 12},"Gimme, a, difficult, but, rewarding, route, around, 5.5, km, near, hayarden, 12","O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num"
{route_length: 13.0 km} {difficulty: extreme difficulty} route from {start_location: shenkar} {loca_start_num: 37} to {end_location: abba eban street} {loca_end_num: 51},"13.0, km, extreme, difficulty, route, from, shenkar, 37, to, abba, eban, street, 51","B-route_length, I-route_length, B-difficulty, I-difficulty, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
"Need some hills in my life, {route_length: 300 meters} route from {start_location: david elazar} {loca_start_num: 91}?","Need, some, hills, in, my, life,, 300, meters, route, from, david, elazar, 91, ?","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
where do people usually run here?,"where, do, people, usually, run, here?","O, O, O, O, O, O"
where should i run today?,"where, should, i, run, today?","O, O, O, O, O"
Visiting the area - where can I do a quick {route_length: 3.5 kilometers} run near {start_location: ethiopia} {loca_start_num: 31}?,"Visiting, the, area, -, where, can, I, do, a, quick, 3.5, kilometers, run, near, ethiopia, 31, ?","O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O"
Visiting the area - where can I do a quick {route_length: 17.5 km} run near {start_location: ramban street} {loca_start_num: 21}?,"Visiting, the, area, -, where, can, I, do, a, quick, 17.5, km, run, near, ramban, street, 21, ?","O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
Need a {route_length: 3 kilometers} route from {start_location: ted arison} {loca_start_num: 88} to {end_location: levi eshkol street} {loca_end_num: 12} that's {difficulty: slightly challenging} level - training for a race next month,"Need, a, 3, kilometers, route, from, ted, arison, 88, to, levi, eshkol, street, 12, that's, slightly, challenging, level, -, training, for, a, race, next, month","O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-difficulty, I-difficulty, O, O, O, O, O, O, O, O"
simple running path please,"simple, running, path, please","O, O, O, O"
want {difficulty: very easy} track about {route_length: 750 meters},"want, very, easy, track, about, 750, meters","O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length"
Time for my long run from {start_location: bauhaus} {loca_start_num: 13},"Time, for, my, long, run, from, bauhaus, 13","O, O, O, O, O, O, B-start_location, B-loca_start_num"
Good morning! I've just moved to Tel Aviv and I'm looking for a nice running route that shows off the best parts of the city - any suggestions?,"Good, morning!, I've, just, moved, to, Tel, Aviv, and, I'm, looking, for, a, nice, running, route, that, shows, off, the, best, parts, of, the, city, -, any, suggestions?","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O"
"{start_location: sharon street} {loca_start_num: 99} to {end_location: yitzhak shamir street} {loca_end_num: 41}, {difficulty: intense} please","sharon, street, 99, to, yitzhak, shamir, street, 41, ,, intense, please","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-difficulty, O"
start from {start_location: marcel janco street} {loca_start_num: 60} to {end_location: chava alberstein street},"start, from, marcel, janco, street, 60, to, chava, alberstein, street","O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location"
Hey! I'm training for a marathon and need a {difficulty: very hard} route that's about {route_length: 19 kilometers},"Hey!, I'm, training, for, a, marathon, and, need, a, very, hard, route, that's, about, 19, kilometers","O, O, O, O, O, O, O, O, O, B-difficulty, I-difficulty, O, O, O, B-route_length, I-route_length"
Need a pre work route around {route_length: 5-10 km} starting at {start_location: herod's gate street} {loca_start_num: 10},"Need, a, pre, work, route, around, 5-10, km, starting, at, herod's, gate, street, 10","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"{start_location: chanukah} {loca_start_num: 48} to {end_location: malchei israel street} {loca_end_num: 7}, make it {difficulty: challenging}","chanukah, 48, to, malchei, israel, street, 7, ,, make, it, challenging","B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, O, B-difficulty"
to {end_location: kurdistan street} {loca_end_num: 12} please,"to, kurdistan, street, 12, please","O, B-end_location, I-end_location, B-loca_end_num, O"
recommend safe running route,"recommend, safe, running, route","O, O, O, O"
