sentence,tokens,bio_tags
Gimme a {difficulty: hard} route around {route_length: 16 km} near {start_location: ramban street} {loca_start_num: 18},"Gimme, a, hard, route, around, 16, km, near, ramban, street, 18","O, O, B-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
I want a {difficulty: easy} route to {end_location: ethiopia street} {loca_end_num: 83}.,"I, want, a, easy, route, to, ethiopia, street, 83, .","O, O, O, B-difficulty, O, O, B-end_location, I-end_location, B-loca_end_num, O"
Looking for a nice running route that's good for beginners,"Looking, for, a, nice, running, route, that's, good, for, beginners","O, O, O, O, O, O, O, O, O, O"
"My usual route is boring, need a {difficulty: slightly challenging} {route_length: 3.5 kilometers} alternative from {start_location: leah goldberg} {loca_start_num: 58}","My, usual, route, is, boring,, need, a, slightly, challenging, 3.5, kilometers, alternative, from, leah, goldberg, 58","O, O, O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
{start_location: acacia valley} {loca_start_num: 13} to {end_location: harotem street} {loca_end_num: 73},"acacia, valley, 13, to, harotem, street, 73","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
"Need a route that includes {end_location: ramban street} {loca_end_num: 12}, around {route_length: 13 kilometers}","Need, a, route, that, includes, ramban, street, 12, ,, around, 13, kilometers","O, O, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length"
"{start_location: this place} to {end_location: arthur ruppin street} {loca_end_num: 71}, {route_length: 12.5 km} please","this, place, to, arthur, ruppin, street, 71, ,, 12.5, km, please","B-start_location, I-start_location, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length, O"
{difficulty: intense} from {start_location: shenkar},"intense, from, shenkar","B-difficulty, O, B-start_location"
need {route_length: 900 meters} {difficulty: hard},"need, 900, meters, hard","O, B-route_length, I-route_length, B-difficulty"
recommend safe running areas please,"recommend, safe, running, areas, please","O, O, O, O, O"
Can you suggest a {difficulty: very easy} run that spans {route_length: 500 meters}?,"Can, you, suggest, a, very, easy, run, that, spans, 500, meters, ?","O, O, O, O, B-difficulty, I-difficulty, O, O, O, B-route_length, I-route_length, O"
Long run day - need a {difficulty: challenging} {route_length: ultra marathon length} route from {start_location: innovation district} {loca_start_num: 60},"Long, run, day, -, need, a, challenging, ultra, marathon, length, route, from, innovation, district, 60","O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Trying to find a good {route_length: 9.0 km} run near {start_location: textile} {loca_start_num: 22},"Trying, to, find, a, good, 9.0, km, run, near, textile, 22","O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
want {difficulty: easy} run {route_length: very long} starting point {start_location: acre} {loca_start_num: 57} endpoint {end_location: hashmonaim} {loca_end_num: 66},"want, easy, run, very, long, starting, point, acre, 57, endpoint, hashmonaim, 66","O, B-difficulty, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
Stroller friendly route needed around {start_location: this place},"Stroller, friendly, route, needed, around, this, place","O, O, O, O, O, B-start_location, I-start_location"
im new here where should i run?,"im, new, here, where, should, i, run?","O, O, O, O, O, O, O"
On vacation but need to run {route_length: 3 km} near {start_location: tzfania street} {loca_start_num: 78},"On, vacation, but, need, to, run, 3, km, near, tzfania, street, 78","O, O, O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
Planning my weekend fitness routine and need a nice {route_length: 9 kilometers} path with some interesting city views,"Planning, my, weekend, fitness, routine, and, need, a, nice, 9, kilometers, path, with, some, interesting, city, views","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, O, O, O, O"
"Plan a route from {start_location: prophets} {loca_start_num: 20}, and make it {route_length: 11.0 km}.","Plan, a, route, from, prophets, 20, ,, and, make, it, 11.0, km, .","O, O, O, O, B-start_location, B-loca_start_num, O, O, O, O, B-route_length, I-route_length, O"
Need to get {route_length: 17.5 km} in from {start_location: moshe sharett street} {loca_start_num: 34},"Need, to, get, 17.5, km, in, from, moshe, sharett, street, 34","O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"Need some hills in my life, {route_length: 16 km} route from {start_location: bethlehem road} {loca_start_num: 37}?","Need, some, hills, in, my, life,, 16, km, route, from, bethlehem, road, 37, ?","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
Need a {difficulty: somewhat tough} training route that's about {route_length: short} starting from {start_location: david} {loca_start_num: 98} and ending at {end_location: bar ilan street} {loca_end_num: 36} - preparing for an upcoming marathon,"Need, a, somewhat, tough, training, route, that's, about, short, starting, from, david, 98, and, ending, at, bar, ilan, street, 36, -, preparing, for, an, upcoming, marathon","O, O, B-difficulty, I-difficulty, O, O, O, O, B-route_length, O, O, B-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, O, O, O, O"
I need a route ending at {end_location: lions gate street} {loca_end_num: 47} that covers {route_length: 1-3 km}.,"I, need, a, route, ending, at, lions, gate, street, 47, that, covers, 1-3, km, .","O, O, O, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
need quick morning run suggestion,"need, quick, morning, run, suggestion","O, O, O, O, O"
"Half marathon prep, looking for a {difficulty: intense} {route_length: 12.0 km} from {start_location: prophets street} {loca_start_num: 81}","Half, marathon, prep,, looking, for, a, intense, 12.0, km, from, prophets, street, 81","O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
"Crew run day, need a {route_length: 13.5 kilometers} route with photo ops near {start_location: tal brody} {loca_start_num: 64}","Crew, run, day,, need, a, 13.5, kilometers, route, with, photo, ops, near, tal, brody, 64","O, O, O, O, O, B-route_length, I-route_length, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
"{start_location: rabbi akiva} {loca_start_num: 8} to {end_location: hakurkum street} {loca_end_num: 91}, {difficulty: very easy} please","rabbi, akiva, 8, to, hakurkum, street, 91, ,, very, easy, please","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-difficulty, I-difficulty, O"
Where should I run today?,"Where, should, I, run, today?","O, O, O, O, O"
Good morning! I've just moved to Tel Aviv and I'm looking for a nice running route that shows off the best parts of the city - any suggestions?,"Good, morning!, I've, just, moved, to, Tel, Aviv, and, I'm, looking, for, a, nice, running, route, that, shows, off, the, best, parts, of, the, city, -, any, suggestions?","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O"
{difficulty: somewhat tough} {route_length: 3 kilometers} from {start_location: hapisga street} {loca_start_num: 44} to {end_location: innovation street} {loca_end_num: 63},"somewhat, tough, 3, kilometers, from, hapisga, street, 44, to, innovation, street, 63","B-difficulty, I-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
hey can you help me find a nice running track?,"hey, can, you, help, me, find, a, nice, running, track?","O, O, O, O, O, O, O, O, O, O"
need {difficulty: very hard} route about {route_length: 6.5 kilometers},"need, very, hard, route, about, 6.5, kilometers","O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length"
experienced runner looking for {difficulty: hard} route about {route_length: 1 km},"experienced, runner, looking, for, hard, route, about, 1, km","O, O, O, O, B-difficulty, O, O, B-route_length, I-route_length"
"Running late but gotta get my miles in, quick {route_length: 14.0 kilometers} route from {start_location: oasis street} {loca_start_num: 76}?","Running, late, but, gotta, get, my, miles, in,, quick, 14.0, kilometers, route, from, oasis, street, 76, ?","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
"Hi! I've been running for years and need a {difficulty: challenging} training route that's about {route_length: 5.5 kilometers}, starting from my apartment on {start_location: ein gedi street}","Hi!, I've, been, running, for, years, and, need, a, challenging, training, route, that's, about, 5.5, kilometers, ,, starting, from, my, apartment, on, ein, gedi, street","O, O, O, O, O, O, O, O, O, B-difficulty, O, O, O, O, B-route_length, I-route_length, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location"
Looking for a {route_length: 10-15 km} route with {difficulty: medium} intensity that shows off the best parts of Tel Aviv,"Looking, for, a, 10-15, km, route, with, medium, intensity, that, shows, off, the, best, parts, of, Tel, Aviv","O, O, O, B-route_length, I-route_length, O, O, B-difficulty, O, O, O, O, O, O, O, O, O, O"
plz plan {difficulty: moderate effort} path {route_length: 3 km} from {start_location: old city market street} {loca_start_num: 90} 2 {end_location: bar ilan} {loca_end_num: 26},"plz, plan, moderate, effort, path, 3, km, from, old, city, market, street, 90, 2, bar, ilan, 26","O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
Create a running route from {start_location: ada yonath} {loca_start_num: 70} that is {route_length: 4 kilometers}.,"Create, a, running, route, from, ada, yonath, 70, that, is, 4, kilometers, .","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, B-route_length, I-route_length, O"
My doctor recommended daily walks - could you suggest an easy route near the city center?,"My, doctor, recommended, daily, walks, -, could, you, suggest, an, easy, route, near, the, city, center?","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O"
{route_length: 19.0 kilometers} {difficulty: very easy} run from {start_location: bukhara street} please,"19.0, kilometers, very, easy, run, from, bukhara, street, please","B-route_length, I-route_length, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, O"
recommend safe running areas please,"recommend, safe, running, areas, please","O, O, O, O, O"
{start_location: around here} to {end_location: hanevi'im street} {loca_end_num: 44},"around, here, to, hanevi'im, street, 44","B-start_location, I-start_location, O, B-end_location, I-end_location, B-loca_end_num"
Where should I run today?,"Where, should, I, run, today?","O, O, O, O, O"
"Running with newbies, need an easy {route_length: 550 meters} loop from {start_location: meah shearim} {loca_start_num: 17}","Running, with, newbies,, need, an, easy, 550, meters, loop, from, meah, shearim, 17","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Need a recovery route around {route_length: 6.0 kilometers} near {start_location: hapaprika street} {loca_start_num: 6},"Need, a, recovery, route, around, 6.0, kilometers, near, hapaprika, street, 6","O, O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
help me plan my run,"help, me, plan, my, run","O, O, O, O, O"
tourist looking for running route,"tourist, looking, for, running, route","O, O, O, O, O"
"{start_location: port} {loca_start_num: 72} to {end_location: herod's gate street} {loca_end_num: 24}, not too difficult","port, 72, to, herod's, gate, street, 24, ,, not, too, difficult","B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, O, O"
need {difficulty: not hard} route for my mom,"need, not, hard, route, for, my, mom","O, B-difficulty, I-difficulty, O, O, O, O"
"Got time for a quick {route_length: 14.5 kilometers} run, starting at {start_location: silicon wadi} {loca_start_num: 73}","Got, time, for, a, quick, 14.5, kilometers, run,, starting, at, silicon, wadi, 73","O, O, O, O, O, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, B-loca_start_num"
where do locals run?,"where, do, locals, run?","O, O, O, O"
Give me a {route_length: 2.5 km} route,"Give, me, a, 2.5, km, route","O, O, O, B-route_length, I-route_length, O"
best places to run here?,"best, places, to, run, here?","O, O, O, O, O"
Can you suggest a nice morning running path that's not too difficult? Maybe around {route_length: 15.5 km} somewhere near the beach?,"Can, you, suggest, a, nice, morning, running, path, that's, not, too, difficult?, Maybe, around, 15.5, km, somewhere, near, the, beach?","O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, O, O"
can you suggest good running path?,"can, you, suggest, good, running, path?","O, O, O, O, O, O"
Need a running route for tomorrow morning - something {difficulty: extreme difficulty} from {start_location: sukkot street} {loca_start_num: 89} to {end_location: yefet} {loca_end_num: 90},"Need, a, running, route, for, tomorrow, morning, -, something, extreme, difficulty, from, sukkot, street, 89, to, yefet, 90","O, O, O, O, O, O, O, O, O, B-difficulty, I-difficulty, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
looking for {difficulty: challenging} running path {route_length: 10 kilometers} from {start_location: yemen street} {loca_start_num: 93} to {end_location: netanya street} {loca_end_num: 84},"looking, for, challenging, running, path, 10, kilometers, from, yemen, street, 93, to, netanya, street, 84","O, O, B-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
{difficulty: difficult but rewarding} route to {end_location: bet alpha street} {loca_end_num: 90},"difficult, but, rewarding, route, to, bet, alpha, street, 90","B-difficulty, I-difficulty, I-difficulty, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
"{start_location: cyber street} {loca_start_num: 28} to {end_location: basel street}, something easy please","cyber, street, 28, to, basel, street, ,, something, easy, please","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, O, O, O, O"
Need a {route_length: 12.5 km} route from {start_location: shmuel hanagid street} {loca_start_num: 82} to {end_location: menachem begin street} {loca_end_num: 57} that's {difficulty: very easy} level - training for a race next month,"Need, a, 12.5, km, route, from, shmuel, hanagid, street, 82, to, menachem, begin, street, 57, that's, very, easy, level, -, training, for, a, race, next, month","O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-difficulty, I-difficulty, O, O, O, O, O, O, O, O"
Show me some routes near {end_location: talpiot street} {loca_end_num: 47},"Show, me, some, routes, near, talpiot, street, 47","O, O, O, O, O, B-end_location, I-end_location, B-loca_end_num"
"Easy day today, need a chill {route_length: 11.0 km} route from {start_location: ha-rav berlin} {loca_start_num: 87}","Easy, day, today,, need, a, chill, 11.0, km, route, from, ha-rav, berlin, 87","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
"Running with my dog, need a {route_length: 18 kilometers} route near {start_location: hazaatar} {loca_start_num: 79}","Running, with, my, dog,, need, a, 18, kilometers, route, near, hazaatar, 79","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
{difficulty: medium} running track please,"medium, running, track, please","B-difficulty, O, O, O"
Plan a {difficulty: very easy} run starting from {start_location: hula valley street} {loca_start_num: 77}.,"Plan, a, very, easy, run, starting, from, hula, valley, street, 77, .","O, O, B-difficulty, I-difficulty, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
Looking for a scenic route that's approximately {route_length: 6.5 km} and {difficulty: very easy} - my mom is visiting and wants to go for a walk,"Looking, for, a, scenic, route, that's, approximately, 6.5, km, and, very, easy, -, my, mom, is, visiting, and, wants, to, go, for, a, walk","O, O, O, O, O, O, O, B-route_length, I-route_length, O, B-difficulty, I-difficulty, O, O, O, O, O, O, O, O, O, O, O, O"
need running suggestions please,"need, running, suggestions, please","O, O, O, O"
{start_location: chain street} {loca_start_num: 48} to {end_location: emek refaim} {loca_end_num: 34},"chain, street, 48, to, emek, refaim, 34","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
need route for tomorrow's training,"need, route, for, tomorrow's, training","O, O, O, O, O"
"My usual route is boring, need a {difficulty: extreme difficulty} {route_length: 10-15 km} alternative from {start_location: carmel market} {loca_start_num: 58}","My, usual, route, is, boring,, need, a, extreme, difficulty, 10-15, km, alternative, from, carmel, market, 58","O, O, O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Show me the local running spots,"Show, me, the, local, running, spots","O, O, O, O, O, O"
Give me a {route_length: short sprint} route,"Give, me, a, short, sprint, route","O, O, O, B-route_length, I-route_length, O"
{route_length: extremely long} easy path please,"extremely, long, easy, path, please","B-route_length, I-route_length, O, O, O"
good places to run around here?,"good, places, to, run, around, here?","O, O, O, O, O, O"
Want to avoid hills - got a flat {route_length: 750 meters} route from {start_location: chaim weizmann} {loca_start_num: 89}?,"Want, to, avoid, hills, -, got, a, flat, 750, meters, route, from, chaim, weizmann, 89, ?","O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
"Hey there, I'm looking for a {difficulty: slightly challenging} running route that starts from {start_location: marcel janco street} {loca_start_num: 44} and goes all the way to {end_location: silicon wadi street} {loca_end_num: 37}, something around {route_length: 5 km} would be perfect","Hey, there,, I'm, looking, for, a, slightly, challenging, running, route, that, starts, from, marcel, janco, street, 44, and, goes, all, the, way, to, silicon, wadi, street, 37, ,, something, around, 5, km, would, be, perfect","O, O, O, O, O, O, B-difficulty, I-difficulty, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, O, B-route_length, I-route_length, O, O, O"
Easy recovery run from {start_location: heleni hamalka street} {loca_start_num: 14},"Easy, recovery, run, from, heleni, hamalka, street, 14","O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Looking for recommendations for a good morning run - something around {route_length: ultra marathon length} and not too difficult for a beginner,"Looking, for, recommendations, for, a, good, morning, run, -, something, around, ultra, marathon, length, and, not, too, difficult, for, a, beginner","O, O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, I-route_length, O, O, O, O, O, O, O"
need a route for tomorrow,"need, a, route, for, tomorrow","O, O, O, O, O"
Rainy day run - need a {difficulty: easy} {route_length: 17 km} route with good pavement from {start_location: tel hashomer street} {loca_start_num: 72},"Rainy, day, run, -, need, a, easy, 17, km, route, with, good, pavement, from, tel, hashomer, street, 72","O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"plan my run from {start_location: haim laskov street} {loca_start_num: 88} to {end_location: ha-nevi'im street} {loca_end_num: 95}, {route_length: 17.0 km}","plan, my, run, from, haim, laskov, street, 88, to, ha-nevi'im, street, 95, ,, 17.0, km","O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length"
beginner runner need help with route,"beginner, runner, need, help, with, route","O, O, O, O, O, O"
"Planning my weekend long run, need a {difficulty: very easy} path from {start_location: rabbi ovadia yosef} {loca_start_num: 97} to {end_location: king david} {loca_end_num: 93}, about {route_length: 5 kilometers}","Planning, my, weekend, long, run,, need, a, very, easy, path, from, rabbi, ovadia, yosef, 97, to, king, david, 93, ,, about, 5, kilometers","O, O, O, O, O, O, O, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length"
Gotta get my miles in - show me a {route_length: 15.0 kilometers} loop from {start_location: ada yonath street} {loca_start_num: 85},"Gotta, get, my, miles, in, -, show, me, a, 15.0, kilometers, loop, from, ada, yonath, street, 85","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Got 30 minutes to run from {start_location: bet alpha street} {loca_start_num: 33},"Got, 30, minutes, to, run, from, bet, alpha, street, 33","O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"Ready to crush it, give me a {difficulty: challenging} {route_length: 5 km} starting at {start_location: masada} {loca_start_num: 95}","Ready, to, crush, it,, give, me, a, challenging, 5, km, starting, at, masada, 95","O, O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
On vacation but need to run {route_length: 8.0 km} near {start_location: ben yehuda} {loca_start_num: 46},"On, vacation, but, need, to, run, 8.0, km, near, ben, yehuda, 46","O, O, O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
Plan a running route for me.,"Plan, a, running, route, for, me.","O, O, O, O, O, O"
Need a good route for today,"Need, a, good, route, for, today","O, O, O, O, O, O"
elderly person need {difficulty: flat and easy} path {route_length: 3.5 km} start {start_location: hahigh-tech} {loca_start_num: 82} end {end_location: hamelech street} {loca_end_num: 28},"elderly, person, need, flat, and, easy, path, 3.5, km, start, hahigh-tech, 82, end, hamelech, street, 28","O, O, O, B-difficulty, I-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
"{start_location: hapaprika street} {loca_start_num: 31} to {end_location: nachlaot} {loca_end_num: 64}, make it {difficulty: medium}","hapaprika, street, 31, to, nachlaot, 64, ,, make, it, medium","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, O, O, B-difficulty"
can u plan me a quick 5k run?,"can, u, plan, me, a, quick, 5k, run?","O, O, O, O, O, O, O, O"
from {start_location: dov yudkovsky} {loca_start_num: 97} need {difficulty: difficult but rewarding} path,"from, dov, yudkovsky, 97, need, difficult, but, rewarding, path","O, B-start_location, I-start_location, B-loca_start_num, O, B-difficulty, I-difficulty, I-difficulty, O"
"Marathon training calls for {route_length: 15.0 kilometers} today, starting from {start_location: gamla street} {loca_start_num: 78}","Marathon, training, calls, for, 15.0, kilometers, today,, starting, from, gamla, street, 78","O, O, O, O, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, B-loca_start_num"
"{start_location: beit lessin street} {loca_start_num: 65} to {end_location: mordechai maklef} {loca_end_num: 56}, not too difficult","beit, lessin, street, 65, to, mordechai, maklef, 56, ,, not, too, difficult","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O"
Time for my daily run,"Time, for, my, daily, run","O, O, O, O, O"
"Post race recovery run, something easy near {start_location: machane yehuda street} {loca_start_num: 72}","Post, race, recovery, run,, something, easy, near, machane, yehuda, street, 72","O, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
older person need {difficulty: extreme difficulty} path {route_length: 2.5 kilometers} start {start_location: haifa road} {loca_start_num: 56} finish {end_location: chaim nachman bialik} {loca_end_num: 25},"older, person, need, extreme, difficulty, path, 2.5, kilometers, start, haifa, road, 56, finish, chaim, nachman, bialik, 25","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
"Legs are toast, need a flat {route_length: 15.0 kilometers} route from {start_location: habima} {loca_start_num: 21}","Legs, are, toast,, need, a, flat, 15.0, kilometers, route, from, habima, 21","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
"Could you suggest a {difficulty: slightly challenging} running route between {start_location: technion street} {loca_start_num: 65} and {end_location: airport city street} {loca_end_num: 75}, covering {route_length: 15 km}?","Could, you, suggest, a, slightly, challenging, running, route, between, technion, street, 65, and, airport, city, street, 75, ,, covering, 15, km, ?","O, O, O, O, B-difficulty, I-difficulty, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
Hey! I'm training for a marathon and need a {difficulty: intense} route that's about {route_length: 1.0 km},"Hey!, I'm, training, for, a, marathon, and, need, a, intense, route, that's, about, 1.0, km","O, O, O, O, O, O, O, O, O, B-difficulty, O, O, O, B-route_length, I-route_length"
need simple {difficulty: very easy} route {route_length: 14.0 kilometers} from {start_location: dan shechtman} {loca_start_num: 19} to {end_location: herzl street} {loca_end_num: 60},"need, simple, very, easy, route, 14.0, kilometers, from, dan, shechtman, 19, to, herzl, street, 60","O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
Generate a {difficulty: extreme difficulty} run that is {route_length: 13.0 kilometers}.,"Generate, a, extreme, difficulty, run, that, is, 13.0, kilometers, .","O, O, B-difficulty, I-difficulty, O, O, O, B-route_length, I-route_length, O"
looking for {route_length: very long} run with nice views,"looking, for, very, long, run, with, nice, views","O, O, B-route_length, I-route_length, O, O, O, O"
Please suggest a route from {start_location: roman cardo street} {loca_start_num: 85} to {end_location: tel aviv street} {loca_end_num: 38}.,"Please, suggest, a, route, from, roman, cardo, street, 85, to, tel, aviv, street, 38, .","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O"
want route from {start_location: ein avdat} that's not too hard,"want, route, from, ein, avdat, that's, not, too, hard","O, O, O, B-start_location, I-start_location, O, O, O, O"
