sentence,tokens,bio_tags
{route_length: 15 kilometers} {difficulty: hard} route from {start_location: yefet} {loca_start_num: 85} to {end_location: yehoram gaon} {loca_end_num: 3},"15, kilometers, hard, route, from, yefet, 85, to, yehoram, gaon, 3","B-route_length, I-route_length, B-difficulty, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
first time runner here need help,"first, time, runner, here, need, help","O, O, O, O, O, O"
i wanna run from my house on {start_location: yossi vardi} to the beach,"i, wanna, run, from, my, house, on, yossi, vardi, to, the, beach","O, O, O, O, O, O, O, B-start_location, I-start_location, O, O, O"
{start_location: shlomo zalman shragai street} to {end_location: carmel market street},"shlomo, zalman, shragai, street, to, carmel, market, street","B-start_location, I-start_location, I-start_location, I-start_location, O, B-end_location, I-end_location, I-end_location"
Need to get {route_length: half-marathon length} in from {start_location: yigal alon} {loca_start_num: 39},"Need, to, get, half-marathon, length, in, from, yigal, alon, 39","O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
"Midnight runner here, safe {route_length: 4 km} route from {start_location: dan shechtman} {loca_start_num: 86}?","Midnight, runner, here,, safe, 4, km, route, from, dan, shechtman, 86, ?","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
"Provide a {difficulty: intense} running route that starts at {start_location: in this area} and ends at {end_location: shavit} {loca_end_num: 43}, covering {route_length: 900 meters}.","Provide, a, intense, running, route, that, starts, at, in, this, area, and, ends, at, shavit, 43, ,, covering, 900, meters, .","O, O, B-difficulty, O, O, O, O, O, B-start_location, I-start_location, I-start_location, O, O, O, B-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
experienced marathoner seeking {difficulty: not hard} route {route_length: 1 kilometers} beginning {start_location: hashmonaim} {loca_start_num: 9} finishing {end_location: malkhei yisrael street} {loca_end_num: 77},"experienced, marathoner, seeking, not, hard, route, 1, kilometers, beginning, hashmonaim, 9, finishing, malkhei, yisrael, street, 77","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
"Looking for a route with coffee shops along the way, around {route_length: 450 meters}","Looking, for, a, route, with, coffee, shops, along, the, way,, around, 450, meters","O, O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length"
Looking to crush a {difficulty: challenging} {route_length: 15.5 kilometers} from {start_location: red sea} {loca_start_num: 60} to {end_location: this location},"Looking, to, crush, a, challenging, 15.5, kilometers, from, red, sea, 60, to, this, location","O, O, O, O, B-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location"
i want to run {route_length: 12.5 km} from {start_location: hashual street} to {end_location: acacia valley},"i, want, to, run, 12.5, km, from, hashual, street, to, acacia, valley","O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, O, B-end_location, I-end_location"
"Looking for a busy route for my evening run, about {route_length: long distance}","Looking, for, a, busy, route, for, my, evening, run,, about, long, distance","O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length"
experienced runner looking for {difficulty: challenging} route about {route_length: 17.0 kilometers},"experienced, runner, looking, for, challenging, route, about, 17.0, kilometers","O, O, O, O, B-difficulty, O, O, B-route_length, I-route_length"
"Crew run day, need a {route_length: 17.5 km} route with photo ops near {start_location: theodor herzl} {loca_start_num: 89}","Crew, run, day,, need, a, 17.5, km, route, with, photo, ops, near, theodor, herzl, 89","O, O, O, O, O, B-route_length, I-route_length, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Give me a {route_length: 19.5 kilometers} route,"Give, me, a, 19.5, kilometers, route","O, O, O, B-route_length, I-route_length, O"
Need a pre work route around {route_length: 15-20 km} starting at {start_location: asher} {loca_start_num: 50},"Need, a, pre, work, route, around, 15-20, km, starting, at, asher, 50","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
where should i run today?,"where, should, i, run, today?","O, O, O, O, O"
help me find running route,"help, me, find, running, route","O, O, O, O, O"
Generate a route with a distance of {route_length: 13 kilometers}.,"Generate, a, route, with, a, distance, of, 13, kilometers, .","O, O, O, O, O, O, O, B-route_length, I-route_length, O"
plz plan {difficulty: hard} path {route_length: 2.5 kilometers} from {start_location: yitzhak kariv street} {loca_start_num: 71} 2 {end_location: yehudi menuhin street} {loca_end_num: 36},"plz, plan, hard, path, 2.5, kilometers, from, yitzhak, kariv, street, 71, 2, yehudi, menuhin, street, 36","O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
"{start_location: my location} to {end_location: international style street} {loca_end_num: 67}, {route_length: 9.0 km} {difficulty: medium}","my, location, to, international, style, street, 67, ,, 9.0, km, medium","B-start_location, I-start_location, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length, B-difficulty"
Need a running route for tomorrow morning - something {difficulty: very easy} from {start_location: dov yudkovsky} {loca_start_num: 8} to {end_location: chana senesh} {loca_end_num: 26},"Need, a, running, route, for, tomorrow, morning, -, something, very, easy, from, dov, yudkovsky, 8, to, chana, senesh, 26","O, O, O, O, O, O, O, O, O, B-difficulty, I-difficulty, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
Generate a {difficulty: slightly challenging} running route.,"Generate, a, slightly, challenging, running, route.","O, O, B-difficulty, I-difficulty, O, O"
senior citizen requesting {difficulty: moderate effort} course {route_length: 17.0 kilometers} starting {start_location: red sea} {loca_start_num: 59} ending {end_location: yael arad street} {loca_end_num: 99},"senior, citizen, requesting, moderate, effort, course, 17.0, kilometers, starting, red, sea, 59, ending, yael, arad, street, 99","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
"Looking for a route with coffee shops along the way, around {route_length: 2 kilometers}","Looking, for, a, route, with, coffee, shops, along, the, way,, around, 2, kilometers","O, O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length"
I'm staying at {start_location: yehoram gaon} {loca_start_num: 83} and would love a {difficulty: easy} route to explore the city,"I'm, staying, at, yehoram, gaon, 83, and, would, love, a, easy, route, to, explore, the, city","O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, B-difficulty, O, O, O, O, O"
elderly person looking for nice walking route,"elderly, person, looking, for, nice, walking, route","O, O, O, O, O, O, O"
where do people usually run in morning?,"where, do, people, usually, run, in, morning?","O, O, O, O, O, O, O"
Please generate a route for running.,"Please, generate, a, route, for, running.","O, O, O, O, O, O"
newbie here want {difficulty: extreme difficulty} route {route_length: 3 kilometers} start {start_location: zion gate street} {loca_start_num: 95} end {end_location: ahad ha'am street} {loca_end_num: 73},"newbie, here, want, extreme, difficulty, route, 3, kilometers, start, zion, gate, street, 95, end, ahad, ha'am, street, 73","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Running with my dog from {start_location: hacarmel street} {loca_start_num: 71},"Running, with, my, dog, from, hacarmel, street, 71","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
tourist needs running recommendations,"tourist, needs, running, recommendations","O, O, O, O"
Taking the stroller today from {start_location: arthur ruppin street} {loca_start_num: 87},"Taking, the, stroller, today, from, arthur, ruppin, street, 87","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
need {route_length: 16 km} {difficulty: difficult but rewarding},"need, 16, km, difficult, but, rewarding","O, B-route_length, I-route_length, B-difficulty, I-difficulty, I-difficulty"
make me {difficulty: very easy} path,"make, me, very, easy, path","O, O, B-difficulty, I-difficulty, O"
What's a good running path nearby?,"What's, a, good, running, path, nearby?","O, O, O, O, O, O"
Want to avoid muddy trails from {start_location: yitzhak sadeh} {loca_start_num: 31},"Want, to, avoid, muddy, trails, from, yitzhak, sadeh, 31","O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Planning a {route_length: 9 kilometers} {difficulty: somewhat tough} run from {start_location: keter} {loca_start_num: 38} to {end_location: linoy ashram} {loca_end_num: 100} - would love something with good morning light for photos,"Planning, a, 9, kilometers, somewhat, tough, run, from, keter, 38, to, linoy, ashram, 100, -, would, love, something, with, good, morning, light, for, photos","O, O, B-route_length, I-route_length, B-difficulty, I-difficulty, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O, O, O, O, O, O, O"
Suggest a {difficulty: flat and easy} run from {start_location: hahigh-tech street} {loca_start_num: 91}.,"Suggest, a, flat, and, easy, run, from, hahigh-tech, street, 91, .","O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O"
"first time runner here, any suggestions?","first, time, runner, here,, any, suggestions?","O, O, O, O, O, O"
suggest good running spot,"suggest, good, running, spot","O, O, O, O"
{start_location: beit hadfus} to {end_location: oasis},"beit, hadfus, to, oasis","B-start_location, I-start_location, O, B-end_location"
Can anyone recommend a good {difficulty: not hard} running route that shows off the city's architecture? Staying near {start_location: ashdod} {loca_start_num: 44},"Can, anyone, recommend, a, good, not, hard, running, route, that, shows, off, the, city's, architecture?, Staying, near, ashdod, 44","O, O, O, O, O, B-difficulty, I-difficulty, O, O, O, O, O, O, O, O, O, O, B-start_location, B-loca_start_num"
Hi runners! Visiting Tel Aviv next month and would love some suggestions for scenic routes that aren't too tourist-heavy - preferably {difficulty: slightly challenging} difficulty,"Hi, runners!, Visiting, Tel, Aviv, next, month, and, would, love, some, suggestions, for, scenic, routes, that, aren't, too, tourist-heavy, -, preferably, slightly, challenging, difficulty","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-difficulty, I-difficulty, O"
need {difficulty: difficult but rewarding} route about {route_length: 17 km},"need, difficult, but, rewarding, route, about, 17, km","O, B-difficulty, I-difficulty, I-difficulty, O, O, B-route_length, I-route_length"
"Ready to crush it, give me a {difficulty: moderate effort} {route_length: 1 kilometers} starting at {start_location: this point}","Ready, to, crush, it,, give, me, a, moderate, effort, 1, kilometers, starting, at, this, point","O, O, O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location"
I'm visiting from America for a week and staying near {start_location: rabbi akiva street} - would love suggestions for a morning running route with good views of the city,"I'm, visiting, from, America, for, a, week, and, staying, near, rabbi, akiva, street, -, would, love, suggestions, for, a, morning, running, route, with, good, views, of, the, city","O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O"
Help me plan my {route_length: 12.5 kilometers} run from {start_location: nathan alterman} {loca_start_num: 64}?,"Help, me, plan, my, 12.5, kilometers, run, from, nathan, alterman, 64, ?","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
"Yo, need a {route_length: 9.0 kilometers} route near {start_location: samuel hanavi} {loca_start_num: 83}","Yo,, need, a, 9.0, kilometers, route, near, samuel, hanavi, 83","O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Looking to crush a {difficulty: very hard} {route_length: 20.0 kilometers} from {start_location: crusader street} {loca_start_num: 50} to {end_location: efraim street} {loca_end_num: 70},"Looking, to, crush, a, very, hard, 20.0, kilometers, from, crusader, street, 50, to, efraim, street, 70","O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
first time runner here need {difficulty: somewhat tough} track {route_length: 500 meters} from {start_location: hataasiya} {loca_start_num: 37} 2 {end_location: where i'm at} {loca_end_num: 71},"first, time, runner, here, need, somewhat, tough, track, 500, meters, from, hataasiya, 37, 2, where, i'm, at, 71","O, O, O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
running track suggestions?,"running, track, suggestions?","O, O, O"
"Running with newbies, need an easy {route_length: 14.5 kilometers} loop from {start_location: shmuel hanagid street} {loca_start_num: 97}","Running, with, newbies,, need, an, easy, 14.5, kilometers, loop, from, shmuel, hanagid, street, 97","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Just want somewhere new to run,"Just, want, somewhere, new, to, run","O, O, O, O, O, O"
{route_length: 8.5 km} to {end_location: where i'm at},"8.5, km, to, where, i'm, at","B-route_length, I-route_length, O, B-end_location, I-end_location, I-end_location"
need run starting at {start_location: near me} that is {difficulty: very hard},"need, run, starting, at, near, me, that, is, very, hard","O, O, O, O, B-start_location, I-start_location, O, O, B-difficulty, I-difficulty"
to {end_location: haeucalyptus} {loca_end_num: 23} please,"to, haeucalyptus, 23, please","O, B-end_location, B-loca_end_num, O"
"I want to run from {start_location: nahal sorek} {loca_start_num: 81} to {end_location: arlosoroff} {loca_end_num: 95}, need {route_length: 300 meters} {difficulty: somewhat tough} route","I, want, to, run, from, nahal, sorek, 81, to, arlosoroff, 95, ,, need, 300, meters, somewhat, tough, route","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, B-difficulty, I-difficulty, O"
First time running in this area,"First, time, running, in, this, area","O, O, O, O, O, O"
Got 30 mins - where should I run from {start_location: red sea street} {loca_start_num: 47}?,"Got, 30, mins, -, where, should, I, run, from, red, sea, street, 47, ?","O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
"Got time for a quick {route_length: 19 km} run, starting at {start_location: templar} {loca_start_num: 54}","Got, time, for, a, quick, 19, km, run,, starting, at, templar, 54","O, O, O, O, O, B-route_length, I-route_length, O, O, O, B-start_location, B-loca_start_num"
first time in tel aviv want to go running,"first, time, in, tel, aviv, want, to, go, running","O, O, O, O, O, O, O, O, O"
elderly person need {difficulty: medium} path {route_length: 5.0 km} start {start_location: zivia lubetkin} {loca_start_num: 26} end {end_location: hapalmach} {loca_end_num: 80},"elderly, person, need, medium, path, 5.0, km, start, zivia, lubetkin, 26, end, hapalmach, 80","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
Looking for a {route_length: 11.0 km} running track that starts at {start_location: rabin boulevard} {loca_start_num: 52} and has some nice city views along the way,"Looking, for, a, 11.0, km, running, track, that, starts, at, rabin, boulevard, 52, and, has, some, nice, city, views, along, the, way","O, O, O, B-route_length, I-route_length, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, O, O, O, O, O"
"{difficulty: hard} path from {start_location: haayala street} {loca_start_num: 89} to {end_location: beit she'an} {loca_end_num: 54}, {route_length: 20 kilometers}","hard, path, from, haayala, street, 89, to, beit, she'an, 54, ,, 20, kilometers","B-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length"
Show me the best {route_length: 17 kilometers} route near {start_location: reuven rubin street} {loca_start_num: 53},"Show, me, the, best, 17, kilometers, route, near, reuven, rubin, street, 53","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Need a quick running route,"Need, a, quick, running, route","O, O, O, O, O"
where can i do short easy run?,"where, can, i, do, short, easy, run?","O, O, O, O, O, O, O"
Map me a route from {start_location: first farmers street} {loca_start_num: 84},"Map, me, a, route, from, first, farmers, street, 84","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
good running route for tourists?,"good, running, route, for, tourists?","O, O, O, O, O"
{route_length: 8 km} easy run plz,"8, km, easy, run, plz","B-route_length, I-route_length, O, O, O"
"Suggest a {difficulty: difficult but rewarding} running route starting at {start_location: weizmann institute street} {loca_start_num: 8}, passing by {end_location: tech park street} {loca_end_num: 49}, and lasting for {route_length: 2.5 kilometers}.","Suggest, a, difficult, but, rewarding, running, route, starting, at, weizmann, institute, street, 8, ,, passing, by, tech, park, street, 49, ,, and, lasting, for, 2.5, kilometers, .","O, O, B-difficulty, I-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
"{start_location: rafael eitan} {loca_start_num: 25} to {end_location: shai agnon street} {loca_end_num: 63}, {difficulty: intense} {route_length: 9 km}","rafael, eitan, 25, to, shai, agnon, street, 63, ,, intense, 9, km","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, B-difficulty, B-route_length, I-route_length"
Looking for a {route_length: extremely long} route with {difficulty: difficult but rewarding} intensity that shows off the best parts of Tel Aviv,"Looking, for, a, extremely, long, route, with, difficult, but, rewarding, intensity, that, shows, off, the, best, parts, of, Tel, Aviv","O, O, O, B-route_length, I-route_length, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, O, O, O, O, O, O, O, O"
Hi there! I'm staying at a hotel near {start_location: hadov} {loca_start_num: 77} and would love a {difficulty: flat and easy} running route to {end_location: hanesher street} {loca_end_num: 47} that's about {route_length: 12.5 km} - preferably with some nice cafes along the way,"Hi, there!, I'm, staying, at, a, hotel, near, hadov, 77, and, would, love, a, flat, and, easy, running, route, to, hanesher, street, 47, that's, about, 12.5, km, -, preferably, with, some, nice, cafes, along, the, way","O, O, O, O, O, O, O, O, B-start_location, B-loca_start_num, O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O, O, O, O, O, O, O, O, O"
simple run {route_length: marathon length},"simple, run, marathon, length","O, O, B-route_length, I-route_length"
Looking for a nice {difficulty: intense} path from {start_location: rachel hameshoreret street} {loca_start_num: 9} that's good for elderly people,"Looking, for, a, nice, intense, path, from, rachel, hameshoreret, street, 9, that's, good, for, elderly, people","O, O, O, O, B-difficulty, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, O, O"
from {start_location: yehudi menuhin street} {loca_start_num: 84} need {difficulty: very easy} path,"from, yehudi, menuhin, street, 84, need, very, easy, path","O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-difficulty, I-difficulty, O"
"Need bathrooms along the way, {route_length: 5.0 km} route from {start_location: inbal street} {loca_start_num: 50}?","Need, bathrooms, along, the, way,, 5.0, km, route, from, inbal, street, 50, ?","O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
need run starting at {start_location: this spot} that is {difficulty: very hard},"need, run, starting, at, this, spot, that, is, very, hard","O, O, O, O, B-start_location, I-start_location, O, O, B-difficulty, I-difficulty"
Looking to crush a {difficulty: intense} {route_length: 20.0 kilometers} from {start_location: uri avnery} {loca_start_num: 19} to {end_location: fashion week street} {loca_end_num: 15},"Looking, to, crush, a, intense, 20.0, kilometers, from, uri, avnery, 19, to, fashion, week, street, 15","O, O, O, O, B-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Easy recovery run - need a {route_length: 7.5 km} route near {start_location: pierre koenig} {loca_start_num: 82},"Easy, recovery, run, -, need, a, 7.5, km, route, near, pierre, koenig, 82","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
"Half marathon prep, looking for a {difficulty: challenging} {route_length: 9 kilometers} from {start_location: kurdistan street} {loca_start_num: 33}","Half, marathon, prep,, looking, for, a, challenging, 9, kilometers, from, kurdistan, street, 33","O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
"Easy day today, need a chill {route_length: 16 kilometers} route from {start_location: liberation} {loca_start_num: 98}","Easy, day, today,, need, a, chill, 16, kilometers, route, from, liberation, 98","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
First time running in this area,"First, time, running, in, this, area","O, O, O, O, O, O"
start {start_location: arik einstein street} {loca_start_num: 45} {difficulty: extreme difficulty},"start, arik, einstein, street, 45, extreme, difficulty","O, B-start_location, I-start_location, I-start_location, B-loca_start_num, B-difficulty, I-difficulty"
"Coach says {route_length: 16 km} {difficulty: easy} run, got anything from {start_location: arlosoroff street} {loca_start_num: 53}?","Coach, says, 16, km, easy, run,, got, anything, from, arlosoroff, street, 53, ?","O, O, B-route_length, I-route_length, B-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O"
senior runner want {difficulty: not hard} path {route_length: 1 kilometers} start {start_location: tchernichovsky street} {loca_start_num: 3} finish {end_location: purim} {loca_end_num: 5},"senior, runner, want, not, hard, path, 1, kilometers, start, tchernichovsky, street, 3, finish, purim, 5","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
start from {start_location: pierre koenig} {loca_start_num: 94} to {end_location: ben tzvi boulevard},"start, from, pierre, koenig, 94, to, ben, tzvi, boulevard","O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location"
{difficulty: somewhat tough} route to {end_location: rabbi ovadia yosef} {loca_end_num: 13},"somewhat, tough, route, to, rabbi, ovadia, yosef, 13","B-difficulty, I-difficulty, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
recommend safe running route,"recommend, safe, running, route","O, O, O, O"
"Plan a {difficulty: very hard} running route that starts at {start_location: nachlaot} {loca_start_num: 71} and ends at {end_location: prophets street} {loca_end_num: 66}, with a length of {route_length: 10.0 km}.","Plan, a, very, hard, running, route, that, starts, at, nachlaot, 71, and, ends, at, prophets, street, 66, ,, with, a, length, of, 10.0, km, .","O, O, B-difficulty, I-difficulty, O, O, O, O, O, B-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O, O, B-route_length, I-route_length, O"
simple run {route_length: 6.5 kilometers},"simple, run, 6.5, kilometers","O, O, B-route_length, I-route_length"
where can i do {route_length: 12.5 kilometers} run?,"where, can, i, do, 12.5, kilometers, run?","O, O, O, O, B-route_length, I-route_length, O"
where do people usually run here?,"where, do, people, usually, run, here?","O, O, O, O, O, O"
Drop me a {difficulty: difficult but rewarding} route from {start_location: shaare zedek street} {loca_start_num: 3},"Drop, me, a, difficult, but, rewarding, route, from, shaare, zedek, street, 3","O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"Want to run past {end_location: chava alberstein} {loca_end_num: 89}, maybe {route_length: 2 kilometers} total?","Want, to, run, past, chava, alberstein, 89, ,, maybe, 2, kilometers, total?","O, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
"Coach says {route_length: quick run} {difficulty: flat and easy} run, got anything from {start_location: jezreel street} {loca_start_num: 54}?","Coach, says, quick, run, flat, and, easy, run,, got, anything, from, jezreel, street, 54, ?","O, O, B-route_length, I-route_length, B-difficulty, I-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O"
Need a route with street lights from {start_location: rafael eitan} {loca_start_num: 25},"Need, a, route, with, street, lights, from, rafael, eitan, 25","O, O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Can you create a route from {start_location: kaplan} {loca_start_num: 36} to {end_location: bethlehem road} {loca_end_num: 94}?,"Can, you, create, a, route, from, kaplan, 36, to, bethlehem, road, 94, ?","O, O, O, O, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O"
"Hi! I've been running for years and need a {difficulty: somewhat tough} training route that's about {route_length: 5.0 kilometers}, starting from my apartment on {start_location: inbal}","Hi!, I've, been, running, for, years, and, need, a, somewhat, tough, training, route, that's, about, 5.0, kilometers, ,, starting, from, my, apartment, on, inbal","O, O, O, O, O, O, O, O, O, B-difficulty, I-difficulty, O, O, O, O, B-route_length, I-route_length, O, O, O, O, O, O, B-start_location"
